INDEX,TAG,DATE,TIME,LATITUDE N/S,LONGITUDE E/W,HEIGHT,SPEED,HEADING
1102,T,251213,154946,59.0020430N,17.9391744E,17,100.0,20
1103,T,251213,154947,59.0022768N,17.9393399E,17,99.6,19
1104,T,251213,154948,59.0025084N,17.9394937E,17,99.2,19
1105,T,251213,154949,59.0027430N,17.9396458E,17,98.8,18
1106,T,251213,154950,59.0029762N,17.9397928E,17,98.5,17
1107,T,251213,154951,59.0032106N,17.9399293E,17,98.3,16
1108,T,251213,154952,59.0034438N,17.9400547E,17,98.1,15
1109,T,251213,154953,59.0036804N,17.9401742E,17,98.3,14
1110,T,251213,154954,59.0039186N,17.9402889E,18,98.1,14
1111,T,251213,154955,59.0041545N,17.9403984E,18,97.9,13
1112,T,251213,154956,59.0043905N,17.9405064E,18,97.6,13
1113,T,251213,154957,59.0046265N,17.9406125E,18,97.4,12
1114,T,251213,154958,59.0048675N,17.9407144E,18,97.7,12
1115,T,251213,154959,59.0050998N,17.9408239E,18,97.2,12
1116,T,251213,155000,59.0053369N,17.9409241E,18,97.0,12
1117,T,251213,155001,59.0055757N,17.9410235E,17,96.3,12
1118,T,251213,155002,59.0058070N,17.9411216E,18,95.7,13
1119,T,251213,155003,59.0060415N,17.9412320E,18,95.1,13
1120,T,251213,155004,59.0062754N,17.9413359E,18,95.1,13
1121,T,251213,155005,59.0065034N,17.9414417E,18,95.0,13
1122,T,251213,155006,59.0067324N,17.9415501E,18,95.1,13
1123,T,251213,155007,59.0069646N,17.9416732E,18,95.1,14
1124,T,251213,155008,59.0071907N,17.9417943E,18,95.3,15
1125,T,251213,155009,59.0074223N,17.9419224E,18,95.3,16
1126,T,251213,155010,59.0076532N,17.9420589E,18,95.5,16
1127,T,251213,155011,59.0078849N,17.9421930E,18,95.9,16
1128,T,251213,155012,59.0081186N,17.9423315E,18,96.3,17
1129,T,251213,155013,59.0083504N,17.9424812E,18,96.6,18
1130,T,251213,155014,59.0085847N,17.9426382E,18,97.0,19
1131,T,251213,155015,59.0088135N,17.9427998E,18,97.2,20
1132,T,251213,155016,59.0090438N,17.9429602E,18,97.6,20
1133,T,251213,155017,59.0092749N,17.9431281E,18,97.9,20
1134,T,251213,155018,59.0095061N,17.9433012E,18,98.1,21
1135,T,251213,155019,59.0097378N,17.9434760E,18,98.7,21
1136,T,251213,155020,59.0099712N,17.9436483E,19,98.8,21
1137,T,251213,155021,59.0102038N,17.9438229E,19,99.6,21
1138,T,251213,155022,59.0104357N,17.9439945E,19,99.4,21
1139,T,251213,155023,59.0106674N,17.9441678E,19,99.2,21
1140,T,251213,155024,59.0108972N,17.9443408E,20,99.2,21
1141,T,251213,155025,59.0111281N,17.9445115E,20,99.0,20
1142,T,251213,155026,59.0113602N,17.9446793E,20,99.0,20
1143,T,251213,155027,59.0115895N,17.9448469E,20,98.7,20
1144,T,251213,155028,59.0118178N,17.9450110E,21,98.1,20
1145,T,251213,155029,59.0120428N,17.9451677E,21,97.2,19
1146,T,251213,155030,59.0122685N,17.9453175E,22,96.6,18
1147,T,251213,155031,59.0124958N,17.9454585E,22,96.3,17
1148,T,251213,155032,59.0127240N,17.9455946E,22,96.1,17
1149,T,251213,155033,59.0129511N,17.9457232E,23,95.9,16
1150,T,251213,155034,59.0131798N,17.9458457E,23,95.9,15
1151,T,251213,155035,59.0134105N,17.9459660E,23,95.9,14
1152,T,251213,155036,59.0136437N,17.9460823E,24,96.3,14
1153,T,251213,155037,59.0138783N,17.9461948E,24,96.4,13
1154,T,251213,155038,59.0141152N,17.9463049E,24,96.8,13
1155,T,251213,155039,59.0143517N,17.9464125E,25,97.2,13
1156,T,251213,155040,59.0145885N,17.9465172E,25,97.4,12
1157,T,251213,155041,59.0148248N,17.9466178E,25,97.4,12
1158,T,251213,155042,59.0150616N,17.9467165E,26,97.4,12
1159,T,251213,155043,59.0152990N,17.9468129E,26,97.4,11
1160,T,251213,155044,59.0155363N,17.9469096E,26,97.2,11
1161,T,251213,155045,59.0157738N,17.9470036E,27,97.4,11
1162,T,251213,155046,59.0160120N,17.9470956E,27,97.4,11
1163,T,251213,155047,59.0162472N,17.9471844E,28,97.0,10
1164,T,251213,155048,59.0164813N,17.9472711E,28,96.3,10
1165,T,251213,155049,59.0167149N,17.9473552E,28,95.9,10
1166,T,251213,155050,59.0169482N,17.9474384E,28,95.5,10
1167,T,251213,155051,59.0171822N,17.9475222E,29,95.3,10
1168,T,251213,155052,59.0174156N,17.9476060E,29,95.3,10
1169,T,251213,155053,59.0176507N,17.9476906E,29,95.5,10
1170,T,251213,155054,59.0178858N,17.9477760E,29,95.7,10
1171,T,251213,155055,59.0181232N,17.9478629E,29,96.1,10
1172,T,251213,155056,59.0183613N,17.9479498E,29,96.4,10
1173,T,251213,155057,59.0186003N,17.9480333E,29,96.8,10
1174,T,251213,155058,59.0188412N,17.9481147E,29,97.4,9
1175,T,251213,155059,59.0190833N,17.9481966E,29,97.7,9
1176,T,251213,155100,59.0193266N,17.9482812E,29,98.3,10
1177,T,251213,155101,59.0195660N,17.9483554E,29,98.5,9
1178,T,251213,155102,59.0198085N,17.9484351E,29,99.8,10
1179,T,251213,155103,59.0200439N,17.9485194E,29,99.8,10
1180,T,251213,155104,59.0202834N,17.9486138E,29,99.6,10
1181,T,251213,155105,59.0205256N,17.9486992E,28,99.4,10
1182,T,251213,155106,59.0207705N,17.9487888E,28,99.6,10
1183,T,251213,155107,59.0210146N,17.9488757E,28,99.0,9
1184,T,251213,155108,59.0212565N,17.9489644E,28,99.0,9
1185,T,251213,155109,59.0214954N,17.9490506E,27,99.0,10
1186,T,251213,155110,59.0217323N,17.9491405E,27,98.7,11
1187,T,251213,155111,59.0219694N,17.9492311E,27,98.1,11
1188,T,251213,155112,59.0222063N,17.9493203E,26,97.7,11
1189,T,251213,155113,59.0224407N,17.9494119E,25,97.4,12
1190,T,251213,155114,59.0226740N,17.9495083E,25,97.0,12
1191,T,251213,155115,59.0229084N,17.9496088E,25,96.8,12
1192,T,251213,155116,59.0231403N,17.9497110E,24,96.3,13
1193,T,251213,155117,59.0233727N,17.9498181E,24,95.9,13
1194,T,251213,155118,59.0236026N,17.9499291E,23,95.5,14
1195,T,251213,155119,59.0238299N,17.9500412E,23,95.5,15
1196,T,251213,155120,59.0240617N,17.9501514E,24,95.0,15
1197,T,251213,155121,59.0242911N,17.9502778E,23,95.1,15
1198,T,251213,155122,59.0245198N,17.9504016E,23,95.5,15
1199,T,251213,155123,59.0247631N,17.9505232E,23,96.3,16
1200,T,251213,155124,59.0249947N,17.9506517E,23,96.4,16
1201,T,251213,155125,59.0252323N,17.9507938E,22,96.8,16
1202,T,251213,155126,59.0254679N,17.9509389E,22,97.0,17
1203,T,251213,155127,59.0257015N,17.9510911E,22,97.4,17
1204,T,251213,155128,59.0259360N,17.9512467E,22,97.7,18
1205,T,251213,155129,59.0261687N,17.9513953E,22,97.9,18
1206,T,251213,155130,59.0264062N,17.9515411E,22,98.7,19
1207,T,251213,155131,59.0266395N,17.9517052E,22,98.8,20
1208,T,251213,155132,59.0268715N,17.9518746E,22,98.5,20
1209,T,251213,155133,59.0270935N,17.9520421E,22,97.4,20
1210,T,251213,155134,59.0273177N,17.9522061E,23,96.4,21
1211,T,251213,155135,59.0275371N,17.9523754E,24,95.9,21
1212,T,251213,155136,59.0277533N,17.9525452E,24,95.3,22
1213,T,251213,155137,59.0279693N,17.9527227E,25,95.0,22
1214,T,251213,155138,59.0281836N,17.9529018E,26,94.6,23
1215,T,251213,155139,59.0284010N,17.9530925E,27,94.4,23
1216,T,251213,155140,59.0286128N,17.9532825E,27,94.4,24
1217,T,251213,155141,59.0288214N,17.9534826E,28,94.4,24
1218,T,251213,155142,59.0290334N,17.9536762E,28,93.8,26
1219,T,251213,155143,59.0292351N,17.9538793E,28,93.3,26
1220,T,251213,155144,59.0294406N,17.9540820E,28,93.5,26
1221,T,251213,155145,59.0296505N,17.9542893E,29,93.5,27
1222,T,251213,155146,59.0298587N,17.9544914E,29,93.5,27
1223,T,251213,155147,59.0300761N,17.9546974E,29,93.7,28
1224,T,251213,155148,59.0302752N,17.9549064E,30,93.5,28
1225,T,251213,155149,59.0304729N,17.9551177E,31,92.9,28
1226,T,251213,155150,59.0306692N,17.9553329E,32,92.0,28
1227,T,251213,155151,59.0308629N,17.9555454E,32,91.6,29
1228,T,251213,155152,59.0310592N,17.9557641E,33,91.1,29
1229,T,251213,155153,59.0312538N,17.9559834E,33,91.1,29
1230,T,251213,155154,59.0314512N,17.9562036E,34,91.1,29
1231,T,251213,155155,59.0316480N,17.9564255E,34,91.1,29
1232,T,251213,155156,59.0318475N,17.9566522E,34,91.3,30
1233,T,251213,155157,59.0320495N,17.9568852E,35,91.8,30
1234,T,251213,155158,59.0322473N,17.9571211E,35,92.2,31
1235,T,251213,155159,59.0324491N,17.9573596E,35,92.7,31
1236,T,251213,155200,59.0326489N,17.9576034E,35,93.5,31
1237,T,251213,155201,59.0328489N,17.9578475E,35,94.0,31
1238,T,251213,155202,59.0330505N,17.9580950E,36,94.4,32
1239,T,251213,155203,59.0332500N,17.9583431E,36,94.8,32
1240,T,251213,155204,59.0334475N,17.9585932E,36,95.0,33
1241,T,251213,155205,59.0336439N,17.9588466E,36,94.8,33
1242,T,251213,155206,59.0338402N,17.9591008E,35,95.0,33
1243,T,251213,155207,59.0340366N,17.9593579E,35,95.1,33
1244,T,251213,155208,59.0342328N,17.9596221E,35,95.5,34
1245,T,251213,155209,59.0344291N,17.9598882E,35,95.9,34
1246,T,251213,155210,59.0346245N,17.9601566E,35,95.7,35
1247,T,251213,155211,59.0348175N,17.9604232E,35,95.5,35
1248,T,251213,155212,59.0350100N,17.9606909E,35,95.5,35
1249,T,251213,155213,59.0352040N,17.9609620E,35,95.7,35
1250,T,251213,155214,59.0353970N,17.9612339E,35,95.9,35
1251,T,251213,155215,59.0355918N,17.9615069E,35,96.1,36
1252,T,251213,155216,59.0357832N,17.9617824E,35,95.7,36
1253,T,251213,155217,59.0359730N,17.9620629E,35,95.7,37
1254,T,251213,155218,59.0361616N,17.9623459E,35,95.7,37
1255,T,251213,155219,59.0363516N,17.9626213E,35,95.9,38
1256,T,251213,155220,59.0365381N,17.9629131E,36,96.6,37
1257,T,251213,155221,59.0367313N,17.9632037E,35,96.6,38
1258,T,251213,155222,59.0369150N,17.9634953E,36,96.4,38
1259,T,251213,155223,59.0371028N,17.9637808E,36,96.1,39
1260,T,251213,155224,59.0372868N,17.9640697E,36,96.1,39
1261,T,251213,155225,59.0374706N,17.9643634E,36,96.1,39
1262,T,251213,155226,59.0376517N,17.9646608E,36,96.1,40
1263,T,251213,155227,59.0378316N,17.9649602E,36,95.5,40
1264,T,251213,155228,59.0380117N,17.9652608E,36,95.1,41
1265,T,251213,155229,59.0381877N,17.9655625E,36,94.6,41
1266,T,251213,155230,59.0383628N,17.9658676E,36,95.0,41
1267,T,251213,155231,59.0385451N,17.9661797E,36,96.1,42
1268,T,251213,155232,59.0387010N,17.9664912E,36,95.5,42
1269,T,251213,155233,59.0388720N,17.9668120E,35,94.2,43
1270,T,251213,155234,59.0390422N,17.9671225E,34,92.9,43
1271,T,251213,155235,59.0392202N,17.9674305E,34,92.4,43
1272,T,251213,155236,59.0393998N,17.9677468E,35,92.7,43
1273,T,251213,155237,59.0395755N,17.9680687E,36,94.2,43
1274,T,251213,155238,59.0397565N,17.9683977E,36,96.8,42
1275,T,251213,155239,59.0399307N,17.9687193E,36,97.0,43
1276,T,251213,155240,59.0401046N,17.9690445E,36,97.7,43
1277,T,251213,155241,59.0402671N,17.9693539E,36,97.7,43
1278,T,251213,155242,59.0404272N,17.9696661E,35,97.9,43
1279,T,251213,155243,59.0405927N,17.9699796E,35,97.9,43
1280,T,251213,155244,59.0407674N,17.9703037E,35,98.7,43
1281,T,251213,155245,59.0409479N,17.9706355E,36,98.8,43
1282,T,251213,155246,59.0411286N,17.9709762E,36,99.4,43
1283,T,251213,155247,59.0413070N,17.9713091E,36,100.3,43
1284,T,251213,155248,59.0414919N,17.9716571E,36,100.3,44
1285,T,251213,155249,59.0416692N,17.9720057E,37,99.6,44
1286,T,251213,155250,59.0418539N,17.9723352E,38,99.6,44
1287,T,251213,155251,59.0420445N,17.9726794E,38,99.8,44
1288,T,251213,155252,59.0422257N,17.9730358E,37,100.5,44
1289,T,251213,155253,59.0424233N,17.9734054E,37,101.8,44
1290,T,251213,155254,59.0425926N,17.9737811E,37,101.6,45
1291,T,251213,155255,59.0427663N,17.9741178E,36,101.4,45
1292,T,251213,155256,59.0429338N,17.9744597E,36,102.0,45
1293,T,251213,155257,59.0431251N,17.9748169E,36,102.7,45
1294,T,251213,155258,59.0433124N,17.9751769E,37,102.6,46
1295,T,251213,155259,59.0435007N,17.9755694E,37,102.6,47
1296,T,251213,155300,59.0436735N,17.9759572E,38,103.5,46
1297,T,251213,155301,59.0438570N,17.9763458E,40,105.1,47
1298,T,251213,155302,59.0440313N,17.9767194E,39,104.6,49
1299,T,251213,155303,59.0442104N,17.9771188E,39,104.2,49
1300,T,251213,155304,59.0443878N,17.9775067E,38,104.2,50
1301,T,251213,155305,59.0445568N,17.9779038E,38,104.2,50
1302,T,251213,155306,59.0447314N,17.9782935E,39,104.2,51
1303,T,251213,155307,59.0448887N,17.9786916E,40,104.2,51
1304,T,251213,155308,59.0450483N,17.9790778E,40,104.4,52
1305,T,251213,155309,59.0452091N,17.9794737E,41,104.6,52
1306,T,251213,155310,59.0453639N,17.9798820E,41,104.8,53
1307,T,251213,155311,59.0455138N,17.9802948E,42,104.8,54
1308,T,251213,155312,59.0456632N,17.9807131E,42,105.0,54
1309,T,251213,155313,59.0458109N,17.9811298E,43,104.8,55
1310,T,251213,155314,59.0459522N,17.9815435E,43,104.0,55
1311,T,251213,155315,59.0460952N,17.9819560E,44,103.5,56
1312,T,251213,155316,59.0462337N,17.9823721E,44,102.9,57
1313,T,251213,155317,59.0463687N,17.9827885E,45,102.4,57
1314,T,251213,155318,59.0465052N,17.9832079E,46,102.4,57
1315,T,251213,155319,59.0466363N,17.9836262E,46,101.4,58
1316,T,251213,155320,59.0467672N,17.9840435E,47,101.1,58
1317,T,251213,155321,59.0468983N,17.9844609E,47,100.7,58
1318,T,251213,155322,59.0470286N,17.9848746E,48,100.3,58
1319,T,251213,155323,59.0471534N,17.9852983E,48,100.1,58
1320,T,251213,155324,59.0472776N,17.9857047E,48,99.4,57
1321,T,251213,155325,59.0474066N,17.9861123E,48,98.7,58
1322,T,251213,155326,59.0475357N,17.9865065E,48,97.2,58
1323,T,251213,155327,59.0476648N,17.9869023E,49,96.1,58
1324,T,251213,155328,59.0477886N,17.9872932E,49,95.3,58
1325,T,251213,155329,59.0479125N,17.9876872E,50,95.1,58
1326,T,251213,155330,59.0480436N,17.9880791E,50,95.5,57
1327,T,251213,155331,59.0481739N,17.9884731E,50,95.9,57
1328,T,251213,155332,59.0483057N,17.9888681E,50,96.4,57
1329,T,251213,155333,59.0484412N,17.9892655E,50,97.2,56
1330,T,251213,155334,59.0485775N,17.9896647E,50,97.6,56
1331,T,251213,155335,59.0487107N,17.9900631E,50,98.1,56
1332,T,251213,155336,59.0488435N,17.9904596E,50,98.7,56
1333,T,251213,155337,59.0489819N,17.9908629E,50,98.8,55
1334,T,251213,155338,59.0491224N,17.9912573E,50,98.3,55
1335,T,251213,155339,59.0492624N,17.9916520E,50,98.3,55
1336,T,251213,155340,59.0494040N,17.9920446E,49,97.9,55
1337,T,251213,155341,59.0495439N,17.9924347E,49,97.4,55
1338,T,251213,155342,59.0496859N,17.9928143E,48,97.2,54
1339,T,251213,155343,59.0498244N,17.9931905E,48,96.6,54
1340,T,251213,155344,59.0499624N,17.9935640E,47,96.6,54
1341,T,251213,155345,59.0501028N,17.9939354E,47,96.3,53
1342,T,251213,155346,59.0502464N,17.9943070E,46,96.1,53
1343,T,251213,155347,59.0503888N,17.9946779E,45,95.9,53
1344,T,251213,155348,59.0505340N,17.9950476E,44,95.9,53
1345,T,251213,155349,59.0506781N,17.9954164E,43,95.9,52
1346,T,251213,155350,59.0508240N,17.9957829E,42,95.7,52
1347,T,251213,155351,59.0509687N,17.9961456E,41,95.5,52
1348,T,251213,155352,59.0511131N,17.9965072E,40,95.5,52
1349,T,251213,155353,59.0512601N,17.9968683E,39,95.3,51
1350,T,251213,155354,59.0514101N,17.9972283E,38,95.7,51
1351,T,251213,155355,59.0515602N,17.9975904E,37,96.1,51
1352,T,251213,155356,59.0517140N,17.9979566E,36,96.4,50
1353,T,251213,155357,59.0518680N,17.9983212E,34,96.8,50
1354,T,251213,155358,59.0520223N,17.9986844E,33,97.2,50
1355,T,251213,155359,59.0521774N,17.9990442E,31,97.4,49
1356,T,251213,155400,59.0523338N,17.9994049E,30,97.6,49
1357,T,251213,155401,59.0524917N,17.9997671E,29,97.9,49
1358,T,251213,155402,59.0526497N,18.0001263E,28,97.9,49
1359,T,251213,155403,59.0528100N,18.0004841E,27,97.9,48
1360,T,251213,155404,59.0529723N,18.0008383E,26,97.7,48
1361,T,251213,155405,59.0531362N,18.0011899E,25,97.7,47
1362,T,251213,155406,59.0533015N,18.0015337E,25,97.4,47
1363,T,251213,155407,59.0534644N,18.0018687E,25,96.8,47
1364,T,251213,155408,59.0536242N,18.0021991E,25,96.6,46
1365,T,251213,155409,59.0537855N,18.0025347E,25,96.3,46
1366,T,251213,155410,59.0539458N,18.0028718E,25,95.7,46
1367,T,251213,155411,59.0541015N,18.0031858E,25,95.3,45
1368,T,251213,155412,59.0542676N,18.0035122E,25,95.5,45
1369,T,251213,155413,59.0544363N,18.0038387E,25,95.5,44
1370,T,251213,155414,59.0546101N,18.0041595E,25,95.9,43
1371,T,251213,155415,59.0547881N,18.0044784E,25,95.7,43
1372,T,251213,155416,59.0549569N,18.0047932E,25,95.5,43
1373,T,251213,155417,59.0551327N,18.0051156E,26,95.5,42
1374,T,251213,155418,59.0553154N,18.0054337E,26,95.0,43
1375,T,251213,155419,59.0554901N,18.0057522E,27,94.6,43
1376,T,251213,155420,59.0556597N,18.0060567E,27,94.4,43
1377,T,251213,155421,59.0558305N,18.0063735E,28,94.0,43
1378,T,251213,155422,59.0560061N,18.0066863E,29,93.8,43
1379,T,251213,155423,59.0561752N,18.0069978E,30,93.5,43
1380,T,251213,155424,59.0563486N,18.0073192E,31,93.7,43
1381,T,251213,155425,59.0565197N,18.0076348E,32,93.3,44
1382,T,251213,155426,59.0566794N,18.0079585E,33,93.1,45
1383,T,251213,155427,59.0568310N,18.0082808E,32,92.9,47
1384,T,251213,155428,59.0569833N,18.0086165E,33,93.1,48
1385,T,251213,155429,59.0571330N,18.0089526E,33,93.3,49
1386,T,251213,155430,59.0572874N,18.0093005E,33,93.8,48
1387,T,251213,155431,59.0574519N,18.0096596E,33,94.6,50
1388,T,251213,155432,59.0575962N,18.0100605E,34,95.0,53
1389,T,251213,155433,59.0577344N,18.0104445E,32,95.5,54
1390,T,251213,155434,59.0578687N,18.0108371E,33,96.1,54
1391,T,251213,155435,59.0580047N,18.0112204E,33,96.4,56
1392,T,251213,155436,59.0581281N,18.0115934E,33,96.4,58
1393,T,251213,155437,59.0582439N,18.0119864E,33,95.9,60
1394,T,251213,155438,59.0583506N,18.0123763E,33,95.7,61
1395,T,251213,155439,59.0584574N,18.0127763E,33,95.5,62
1396,T,251213,155440,59.0585582N,18.0131794E,33,96.1,62
1397,T,251213,155441,59.0586565N,18.0135791E,33,95.9,66
1398,T,251213,155442,59.0587449N,18.0140033E,33,95.3,66
1399,T,251213,155443,59.0588386N,18.0144342E,34,95.3,67
1400,T,251213,155444,59.0589364N,18.0148608E,34,95.1,68
1401,T,251213,155445,59.0590168N,18.0152772E,34,94.4,69
1402,T,251213,155446,59.0590993N,18.0156985E,35,93.3,70
1403,T,251213,155447,59.0591689N,18.0161234E,35,92.2,72
1404,T,251213,155448,59.0592335N,18.0165414E,35,91.6,73
1405,T,251213,155449,59.0592979N,18.0169695E,35,91.4,74
1406,T,251213,155450,59.0593583N,18.0174021E,35,91.8,76
1407,T,251213,155451,59.0594094N,18.0178388E,35,92.2,77
1408,T,251213,155452,59.0594580N,18.0182783E,35,92.0,78
1409,T,251213,155453,59.0594996N,18.0187116E,35,91.4,79
1410,T,251213,155454,59.0595313N,18.0191415E,35,90.7,81
1411,T,251213,155455,59.0595625N,18.0195771E,35,90.5,82
1412,T,251213,155456,59.0595873N,18.0200146E,35,90.5,83
1413,T,251213,155457,59.0596132N,18.0204564E,35,90.7,84
1414,T,251213,155458,59.0596388N,18.0209050E,35,91.6,84
1415,T,251213,155459,59.0596599N,18.0213520E,35,92.7,84
1416,T,251213,155500,59.0596792N,18.0218335E,35,93.8,84
1417,T,251213,155501,59.0597070N,18.0223042E,35,94.6,84
1418,T,251213,155502,59.0597326N,18.0227603E,35,94.6,85
1419,T,251213,155503,59.0597540N,18.0232236E,34,94.2,85
1420,T,251213,155504,59.0597732N,18.0236722E,35,93.5,83
1421,T,251213,155505,59.0597915N,18.0240961E,35,92.6,83
1422,T,251213,155506,59.0598118N,18.0245120E,35,90.7,83
1423,T,251213,155507,59.0598207N,18.0249214E,35,89.8,82
1424,T,251213,155508,59.0598454N,18.0253173E,34,88.1,82
1425,T,251213,155509,59.0598698N,18.0257269E,34,86.4,83
1426,T,251213,155510,59.0599015N,18.0261392E,34,85.7,82
1427,T,251213,155511,59.0599349N,18.0265499E,34,85.9,80
1428,T,251213,155512,59.0599765N,18.0269656E,34,86.1,80
1429,T,251213,155513,59.0600134N,18.0273797E,35,86.3,78
1430,T,251213,155514,59.0600631N,18.0277997E,34,86.6,78
1431,T,251213,155515,59.0601170N,18.0282157E,35,87.4,77
1432,T,251213,155516,59.0601756N,18.0285991E,34,87.5,77
1433,T,251213,155517,59.0602209N,18.0290007E,34,86.6,78
1434,T,251213,155518,59.0602754N,18.0294234E,34,86.4,76
1435,T,251213,155519,59.0603163N,18.0298221E,31,85.1,79
1436,T,251213,155520,59.0603492N,18.0302168E,30,84.4,76
1437,T,251213,155521,59.0603926N,18.0306148E,29,83.5,75
1438,T,251213,155522,59.0604491N,18.0310015E,34,82.2,72
1439,T,251213,155523,59.0605027N,18.0313953E,33,81.4,73
1440,T,251213,155524,59.0605645N,18.0317754E,34,81.1,72
1441,T,251213,155525,59.0606350N,18.0321265E,34,81.1,71
1442,T,251213,155526,59.0607063N,18.0324754E,33,81.3,71
1443,T,251213,155527,59.0607805N,18.0328363E,33,81.4,71
1444,T,251213,155528,59.0608521N,18.0332103E,32,80.9,70
1445,T,251213,155529,59.0609301N,18.0335903E,33,81.4,70
1446,T,251213,155530,59.0610046N,18.0339750E,33,81.4,70
1447,T,251213,155531,59.0610755N,18.0343530E,32,81.8,69
1448,T,251213,155532,59.0611388N,18.0347201E,31,82.5,68
1449,T,251213,155533,59.0612070N,18.0350991E,31,82.9,67
1450,T,251213,155534,59.0612783N,18.0354533E,30,83.1,67
1451,T,251213,155535,59.0613473N,18.0358130E,30,82.9,67
1452,T,251213,155536,59.0614140N,18.0361670E,29,82.5,68
1453,T,251213,155537,59.0614877N,18.0365351E,28,82.2,68
1454,T,251213,155538,59.0615743N,18.0369204E,28,81.8,68
1455,T,251213,155539,59.0616505N,18.0372924E,27,81.8,67
1456,T,251213,155540,59.0617295N,18.0376660E,26,81.3,69
1457,T,251213,155541,59.0618023N,18.0380408E,26,81.4,68
1458,T,251213,155542,59.0618840N,18.0384217E,25,81.6,68
1459,T,251213,155543,59.0619703N,18.0388065E,25,82.2,68
1460,T,251213,155544,59.0620516N,18.0391803E,24,82.0,68
1461,T,251213,155545,59.0621384N,18.0395629E,23,81.8,69
1462,T,251213,155546,59.0622179N,18.0399386E,23,81.8,69
1463,T,251213,155547,59.0622850N,18.0403034E,22,82.4,69
1464,T,251213,155548,59.0623396N,18.0406776E,21,82.9,69
1465,T,251213,155549,59.0623955N,18.0410521E,19,82.9,70
1466,T,251213,155550,59.0624648N,18.0414303E,18,82.9,70
1467,T,251213,155551,59.0625338N,18.0418102E,16,82.7,70
1468,T,251213,155552,59.0625973N,18.0421886E,15,82.4,71
1469,T,251213,155553,59.0626618N,18.0425610E,15,82.0,71
1470,T,251213,155554,59.0627233N,18.0429360E,14,81.6,72
1471,T,251213,155555,59.0627802N,18.0433026E,13,81.1,72
1472,T,251213,155556,59.0628379N,18.0436692E,12,80.7,72
1473,T,251213,155557,59.0628950N,18.0440385E,11,80.3,73
1474,T,251213,155558,59.0629528N,18.0444138E,11,80.3,73
1475,T,251213,155559,59.0630103N,18.0447783E,10,80.5,73
1476,T,251213,155600,59.0630671N,18.0451313E,10,80.1,74
1477,T,251213,155601,59.0631181N,18.0454968E,9,79.8,74
1478,T,251213,155602,59.0631742N,18.0458669E,9,79.0,74
1479,T,251213,155603,59.0632280N,18.0462300E,9,78.1,75
1480,T,251213,155604,59.0632771N,18.0465987E,9,77.9,75
1481,T,251213,155605,59.0633187N,18.0469810E,8,77.9,75
1482,T,251213,155606,59.0633608N,18.0473490E,9,77.7,75
1483,T,251213,155607,59.0634032N,18.0477159E,8,77.9,76
1484,T,251213,155608,59.0634615N,18.0480960E,8,78.1,76
1485,T,251213,155609,59.0635216N,18.0484558E,7,77.9,76
1486,T,251213,155610,59.0635704N,18.0488191E,6,77.7,76
1487,T,251213,155611,59.0636143N,18.0491808E,6,77.5,76
1488,T,251213,155612,59.0636535N,18.0495432E,5,77.4,76
1489,T,251213,155613,59.0636916N,18.0499068E,5,77.2,75
1490,T,251213,155614,59.0637356N,18.0502594E,5,76.6,76
1491,T,251213,155615,59.0637756N,18.0506149E,5,75.9,76
1492,T,251213,155616,59.0638182N,18.0509643E,5,75.1,76
1493,T,251213,155617,59.0638589N,18.0513150E,4,74.2,75
1494,T,251213,155618,59.0639005N,18.0516513E,4,73.3,75
1495,T,251213,155619,59.0639451N,18.0519796E,4,71.6,74
1496,T,251213,155620,59.0639876N,18.0522955E,4,69.8,74
1497,T,251213,155621,59.0640288N,18.0525969E,4,66.8,74
1498,T,251213,155622,59.0640729N,18.0528926E,3,65.1,72
1499,T,251213,155623,59.0641192N,18.0531775E,3,63.5,72
1500,T,251213,155624,59.0641659N,18.0534614E,3,62.7,71
1501,T,251213,155625,59.0642195N,18.0537487E,3,63.1,70
1502,T,251213,155626,59.0642771N,18.0540481E,3,64.2,69
1503,T,251213,155627,59.0643384N,18.0543560E,3,65.9,68
1504,T,251213,155628,59.0644056N,18.0546730E,3,68.1,67
1505,T,251213,155629,59.0644772N,18.0549985E,3,70.3,66
1506,T,251213,155630,59.0645545N,18.0553276E,3,72.5,65
1507,T,251213,155631,59.0646401N,18.0556621E,3,74.6,63
1508,T,251213,155632,59.0647296N,18.0559930E,3,75.7,62
1509,T,251213,155633,59.0648235N,18.0563226E,3,76.4,61
1510,T,251213,155634,59.0649194N,18.0566517E,3,77.2,60
1511,T,251213,155635,59.0650200N,18.0569800E,3,77.9,59
1512,T,251213,155636,59.0651249N,18.0573074E,3,78.5,58
1513,T,251213,155637,59.0652325N,18.0576313E,4,78.8,56
1514,T,251213,155638,59.0653454N,18.0579519E,4,79.2,55
1515,T,251213,155639,59.0654604N,18.0582699E,4,79.8,54
1516,T,251213,155640,59.0655804N,18.0585865E,4,80.3,53
1517,T,251213,155641,59.0657033N,18.0589001E,5,80.5,52
1518,T,251213,155642,59.0658289N,18.0592052E,5,80.3,51
1519,T,251213,155643,59.0659544N,18.0595116E,5,79.8,50
1520,T,251213,155644,59.0660797N,18.0598078E,4,77.9,50
1521,T,251213,155645,59.0662152N,18.0601102E,4,79.0,47
1522,T,251213,155646,59.0663528N,18.0603944E,5,80.5,45
1523,T,251213,155647,59.0665024N,18.0606706E,5,81.4,45
