INDEX,TAG,DATE,TIME,LATITUDE N/S,LONGITUDE E/W,HEIGHT,SPEED,HEADING
671,T,251213,154235,58.9268263N,17.9357202E,9,59.0,328
672,T,251213,154236,58.9269540N,17.9355740E,8,59.2,328
673,T,251213,154237,58.9270778N,17.9354143E,8,59.8,330
674,T,251213,154238,58.9272147N,17.9352777E,8,60.1,329
675,T,251213,154239,58.9273511N,17.9351246E,7,60.9,328
676,T,251213,154240,58.9274817N,17.9349619E,7,61.3,326
677,T,251213,154241,58.9276099N,17.9347865E,7,62.2,327
678,T,251213,154242,58.9277380N,17.9346151E,7,62.7,327
679,T,251213,154243,58.9278694N,17.9344327E,7,62.7,326
680,T,251213,154244,58.9279899N,17.9342732E,6,62.9,325
681,T,251213,154245,58.9281052N,17.9340964E,6,62.2,324
682,T,251213,154246,58.9282255N,17.9339268E,6,60.5,322
683,T,251213,154247,58.9283381N,17.9337520E,6,59.2,321
684,T,251213,154248,58.9284467N,17.9335806E,5,58.3,318
685,T,251213,154249,58.9285471N,17.9334135E,5,58.1,320
686,T,251213,154250,58.9286490N,17.9332512E,6,57.5,318
687,T,251213,154251,58.9287648N,17.9330689E,5,57.0,317
688,T,251213,154252,58.9288754N,17.9328886E,5,56.4,314
689,T,251213,154253,58.9289807N,17.9326744E,5,56.1,313
690,T,251213,154254,58.9290671N,17.9324657E,5,56.1,311
691,T,251213,154255,58.9291628N,17.9322621E,4,56.3,309
692,T,251213,154256,58.9292554N,17.9320508E,4,56.1,308
693,T,251213,154257,58.9293357N,17.9318478E,4,55.9,308
694,T,251213,154258,58.9294092N,17.9316473E,3,55.9,306
695,T,251213,154259,58.9294918N,17.9314258E,5,56.1,306
696,T,251213,154300,58.9295710N,17.9311940E,4,55.5,305
697,T,251213,154301,58.9296500N,17.9309585E,3,55.0,304
698,T,251213,154302,58.9297262N,17.9307395E,3,54.8,304
699,T,251213,154303,58.9297997N,17.9305208E,2,54.8,304
700,T,251213,154304,58.9298782N,17.9303059E,2,55.1,304
701,T,251213,154305,58.9299579N,17.9300848E,2,55.7,305
702,T,251213,154306,58.9300419N,17.9298702E,2,56.3,305
703,T,251213,154307,58.9301375N,17.9296492E,1,57.4,307
704,T,251213,154308,58.9302316N,17.9294220E,1,58.5,308
705,T,251213,154309,58.9303312N,17.9292016E,1,59.2,310
706,T,251213,154310,58.9304288N,17.9289879E,1,59.6,311
707,T,251213,154311,58.9305281N,17.9287804E,1,59.6,313
708,T,251213,154312,58.9306323N,17.9285748E,1,59.8,314
709,T,251213,154313,58.9307439N,17.9283736E,1,60.1,316
710,T,251213,154314,58.9308556N,17.9281746E,1,60.0,316
711,T,251213,154315,58.9309774N,17.9279720E,1,61.1,321
712,T,251213,154316,58.9310925N,17.9277681E,1,61.8,322
713,T,251213,154317,58.9312121N,17.9275711E,1,62.4,322
714,T,251213,154318,58.9313343N,17.9273875E,1,63.3,323
715,T,251213,154319,58.9314576N,17.9271994E,1,63.8,324
716,T,251213,154320,58.9315843N,17.9270184E,1,65.0,325
717,T,251213,154321,58.9317170N,17.9268425E,0,65.3,325
718,T,251213,154322,58.9318499N,17.9266738E,0,65.7,325
719,T,251213,154323,58.9319826N,17.9264888E,0,66.1,325
720,T,251213,154324,58.9321216N,17.9263035E,0,66.6,324
721,T,251213,154325,58.9322642N,17.9261108E,0,67.5,324
722,T,251213,154326,58.9324100N,17.9259185E,0,68.5,324
723,T,251213,154327,58.9325537N,17.9257197E,0,69.4,324
724,T,251213,154328,58.9326964N,17.9255247E,0,70.0,325
725,T,251213,154329,58.9328438N,17.9253263E,0,70.5,325
726,T,251213,154330,58.9329911N,17.9251260E,0,71.6,325
727,T,251213,154331,58.9331407N,17.9249233E,0,72.5,325
728,T,251213,154332,58.9332901N,17.9247250E,0,72.9,324
729,T,251213,154333,58.9334424N,17.9245176E,0,73.5,324
730,T,251213,154334,58.9335896N,17.9243094E,0,74.0,325
731,T,251213,154335,58.9337394N,17.9241034E,0,74.4,325
732,T,251213,154336,58.9338918N,17.9239002E,0,74.4,325
733,T,251213,154337,58.9340422N,17.9237000E,0,74.2,326
734,T,251213,154338,58.9341974N,17.9234995E,0,73.8,326
735,T,251213,154339,58.9343501N,17.9233038E,0,73.3,326
736,T,251213,154340,58.9345039N,17.9231152E,0,74.0,327
737,T,251213,154341,58.9346625N,17.9229284E,0,74.6,328
738,T,251213,154342,58.9348291N,17.9227509E,0,75.3,329
739,T,251213,154343,58.9349933N,17.9225643E,0,75.9,329
740,T,251213,154344,58.9351617N,17.9223724E,0,76.4,329
741,T,251213,154345,58.9353328N,17.9221794E,0,77.0,330
742,T,251213,154346,58.9355070N,17.9219942E,0,77.4,330
743,T,251213,154347,58.9356764N,17.9218158E,0,77.7,331
744,T,251213,154348,58.9358507N,17.9216378E,0,78.3,332
745,T,251213,154349,58.9360276N,17.9214648E,0,78.7,332
746,T,251213,154350,58.9362061N,17.9212895E,0,79.2,333
747,T,251213,154351,58.9363849N,17.9211198E,0,79.6,333
748,T,251213,154352,58.9365595N,17.9209495E,0,79.2,333
749,T,251213,154353,58.9367438N,17.9207947E,0,79.2,334
750,T,251213,154354,58.9369226N,17.9206243E,0,79.0,334
751,T,251213,154355,58.9370949N,17.9204673E,0,78.7,334
752,T,251213,154356,58.9372720N,17.9203015E,0,78.8,334
753,T,251213,154357,58.9374499N,17.9201430E,0,79.2,335
754,T,251213,154358,58.9376331N,17.9199891E,0,79.6,335
755,T,251213,154359,58.9378163N,17.9198390E,0,80.1,336
756,T,251213,154400,58.9380006N,17.9196925E,0,80.7,337
757,T,251213,154401,58.9381861N,17.9195458E,0,80.5,337
758,T,251213,154402,58.9383718N,17.9194061E,0,80.1,337
759,T,251213,154403,58.9385567N,17.9192613E,0,80.0,338
760,T,251213,154404,58.9387441N,17.9191180E,1,79.8,338
761,T,251213,154405,58.9389286N,17.9189732E,1,79.6,340
762,T,251213,154406,58.9391150N,17.9188432E,0,79.2,340
763,T,251213,154407,58.9393131N,17.9187161E,1,79.2,340
764,T,251213,154408,58.9395025N,17.9185835E,1,79.4,340
765,T,251213,154409,58.9396901N,17.9184434E,1,79.0,339
766,T,251213,154410,58.9398672N,17.9183187E,1,78.1,339
767,T,251213,154411,58.9400428N,17.9181908E,2,76.8,339
768,T,251213,154412,58.9402137N,17.9180635E,2,75.5,338
769,T,251213,154413,58.9403789N,17.9179297E,2,74.0,336
770,T,251213,154414,58.9405460N,17.9177792E,2,73.8,335
771,T,251213,154415,58.9407197N,17.9176307E,3,74.0,335
772,T,251213,154416,58.9408929N,17.9174621E,3,74.2,334
773,T,251213,154417,58.9410563N,17.9172981E,3,74.4,333
774,T,251213,154418,58.9412231N,17.9171358E,4,74.6,331
775,T,251213,154419,58.9413869N,17.9169632E,4,74.0,330
776,T,251213,154420,58.9415477N,17.9167869E,4,73.5,329
777,T,251213,154421,58.9417016N,17.9165747E,4,73.3,329
778,T,251213,154422,58.9418665N,17.9163881E,4,74.0,328
779,T,251213,154423,58.9420217N,17.9161912E,4,74.2,325
780,T,251213,154424,58.9421787N,17.9159882E,4,74.4,323
781,T,251213,154425,58.9423208N,17.9157552E,4,74.4,322
782,T,251213,154426,58.9424548N,17.9155349E,4,74.0,321
783,T,251213,154427,58.9425932N,17.9153184E,4,73.5,320
784,T,251213,154428,58.9427274N,17.9150989E,4,72.5,319
785,T,251213,154429,58.9428659N,17.9148782E,4,71.8,319
786,T,251213,154430,58.9430047N,17.9146287E,6,71.6,320
787,T,251213,154431,58.9431439N,17.9144127E,5,71.4,319
788,T,251213,154432,58.9432733N,17.9141893E,5,70.5,313
789,T,251213,154433,58.9434063N,17.9139605E,6,70.0,314
790,T,251213,154434,58.9435212N,17.9137223E,5,69.8,310
791,T,251213,154435,58.9436265N,17.9134525E,5,70.1,313
792,T,251213,154436,58.9437464N,17.9132140E,5,70.0,312
793,T,251213,154437,58.9438607N,17.9129705E,5,69.2,312
794,T,251213,154438,58.9439675N,17.9127260E,5,68.8,312
795,T,251213,154439,58.9440844N,17.9124684E,5,69.4,311
796,T,251213,154440,58.9442024N,17.9122076E,4,70.3,311
797,T,251213,154441,58.9443159N,17.9119414E,4,71.3,311
798,T,251213,154442,58.9444316N,17.9116798E,4,71.6,311
799,T,251213,154443,58.9445483N,17.9114241E,3,71.6,311
800,T,251213,154444,58.9446682N,17.9111605E,3,71.6,311
801,T,251213,154445,58.9447871N,17.9109041E,3,71.4,311
802,T,251213,154446,58.9449069N,17.9106465E,3,71.3,311
803,T,251213,154447,58.9450278N,17.9103887E,3,71.6,311
804,T,251213,154448,58.9451464N,17.9101279E,3,71.8,311
805,T,251213,154449,58.9452673N,17.9098659E,3,72.2,311
806,T,251213,154450,58.9453917N,17.9096045E,3,72.5,312
807,T,251213,154451,58.9455145N,17.9093463E,3,72.4,312
808,T,251213,154452,58.9456360N,17.9090825E,3,72.4,312
809,T,251213,154453,58.9457582N,17.9088218E,3,72.4,311
810,T,251213,154454,58.9458804N,17.9085580E,4,72.7,311
811,T,251213,154455,58.9460029N,17.9082945E,4,73.1,311
812,T,251213,154456,58.9461261N,17.9080283E,4,73.5,311
813,T,251213,154457,58.9462505N,17.9077608E,4,74.2,312
814,T,251213,154458,58.9463696N,17.9074821E,4,75.0,312
815,T,251213,154459,58.9464958N,17.9072219E,4,75.3,312
816,T,251213,154500,58.9466184N,17.9069517E,4,75.5,312
817,T,251213,154501,58.9467425N,17.9066767E,4,75.5,311
818,T,251213,154502,58.9468652N,17.9064077E,4,75.3,311
819,T,251213,154503,58.9469962N,17.9061356E,4,75.3,312
820,T,251213,154504,58.9471266N,17.9058634E,4,75.5,312
821,T,251213,154505,58.9472569N,17.9055875E,4,75.7,312
822,T,251213,154506,58.9473862N,17.9053205E,5,75.5,313
823,T,251213,154507,58.9475185N,17.9050549E,5,75.7,314
824,T,251213,154508,58.9476530N,17.9047954E,5,75.7,314
825,T,251213,154509,58.9477901N,17.9045405E,5,75.7,315
826,T,251213,154510,58.9479309N,17.9042880E,5,76.1,317
827,T,251213,154511,58.9480732N,17.9040428E,5,76.1,318
828,T,251213,154512,58.9482187N,17.9038001E,5,76.3,319
829,T,251213,154513,58.9483653N,17.9035707E,5,76.3,322
830,T,251213,154514,58.9485172N,17.9033546E,5,75.9,323
831,T,251213,154515,58.9486727N,17.9031485E,4,75.7,325
832,T,251213,154516,58.9488263N,17.9029434E,4,75.3,328
833,T,251213,154517,58.9489881N,17.9027634E,5,76.1,328
834,T,251213,154518,58.9491527N,17.9025750E,5,76.3,330
835,T,251213,154519,58.9493256N,17.9023895E,4,76.4,332
836,T,251213,154520,58.9494941N,17.9022208E,5,76.3,332
837,T,251213,154521,58.9496570N,17.9020673E,5,76.1,335
838,T,251213,154522,58.9498383N,17.9019330E,5,76.3,336
839,T,251213,154523,58.9500075N,17.9017891E,5,76.3,337
840,T,251213,154524,58.9501805N,17.9016549E,5,76.1,339
841,T,251213,154525,58.9503687N,17.9015181E,5,76.1,341
842,T,251213,154526,58.9505597N,17.9013971E,5,75.7,342
843,T,251213,154527,58.9507582N,17.9012914E,5,75.5,343
844,T,251213,154528,58.9509388N,17.9011970E,5,74.8,345
845,T,251213,154529,58.9511168N,17.9011149E,5,74.6,346
846,T,251213,154530,58.9512981N,17.9010455E,5,74.8,348
847,T,251213,154531,58.9514882N,17.9009712E,5,75.0,349
848,T,251213,154532,58.9516760N,17.9009143E,5,75.3,350
849,T,251213,154533,58.9518706N,17.9008643E,5,75.9,352
850,T,251213,154534,58.9520578N,17.9008295E,5,75.9,354
851,T,251213,154535,58.9522411N,17.9008073E,5,75.7,356
852,T,251213,154536,58.9524275N,17.9007953E,5,75.7,357
853,T,251213,154537,58.9526174N,17.9007878E,5,75.7,358
854,T,251213,154538,58.9528031N,17.9007812E,5,74.8,0
855,T,251213,154539,58.9529808N,17.9008002E,5,74.0,2
856,T,251213,154540,58.9531674N,17.9008052E,5,73.5,4
857,T,251213,154541,58.9533401N,17.9008449E,4,72.9,4
858,T,251213,154542,58.9535131N,17.9008780E,4,72.7,6
859,T,251213,154543,58.9536809N,17.9009205E,4,72.0,7
860,T,251213,154544,58.9538536N,17.9009718E,3,71.1,8
861,T,251213,154545,58.9540241N,17.9010287E,3,70.1,10
862,T,251213,154546,58.9541949N,17.9010982E,3,69.4,12
863,T,251213,154547,58.9543628N,17.9011718E,3,69.2,13
864,T,251213,154548,58.9545286N,17.9012547E,3,69.4,14
865,T,251213,154549,58.9546976N,17.9013447E,3,69.8,15
866,T,251213,154550,58.9548679N,17.9014426E,3,70.3,16
867,T,251213,154551,58.9550412N,17.9015460E,3,70.9,17
868,T,251213,154552,58.9552136N,17.9016544E,3,71.4,18
869,T,251213,154553,58.9553805N,17.9017660E,3,71.1,18
870,T,251213,154554,58.9555506N,17.9018776E,3,71.1,18
871,T,251213,154555,58.9557150N,17.9019882E,4,70.5,18
872,T,251213,154556,58.9558789N,17.9020979E,4,70.0,19
873,T,251213,154557,58.9560403N,17.9022083E,4,69.6,19
874,T,251213,154558,58.9562039N,17.9023162E,4,69.4,19
875,T,251213,154559,58.9563688N,17.9024269E,5,69.4,18
876,T,251213,154600,58.9565343N,17.9025377E,5,69.6,19
877,T,251213,154601,58.9566994N,17.9026499E,5,70.0,19
878,T,251213,154602,58.9568663N,17.9027633E,5,70.3,19
879,T,251213,154603,58.9570356N,17.9028759E,6,70.7,18
880,T,251213,154604,58.9572077N,17.9029890E,6,71.3,18
881,T,251213,154605,58.9573780N,17.9031021E,6,71.8,18
882,T,251213,154606,58.9575527N,17.9032180E,7,72.4,18
883,T,251213,154607,58.9577256N,17.9033315E,7,72.7,18
884,T,251213,154608,58.9578950N,17.9034460E,8,72.2,19
885,T,251213,154609,58.9580613N,17.9035588E,8,71.6,19
886,T,251213,154610,58.9582306N,17.9036726E,8,71.6,19
887,T,251213,154611,58.9583981N,17.9037823E,8,71.3,18
888,T,251213,154612,58.9585652N,17.9038898E,9,70.5,18
889,T,251213,154613,58.9587324N,17.9039971E,9,70.5,18
890,T,251213,154614,58.9589008N,17.9041026E,9,70.7,18
891,T,251213,154615,58.9590715N,17.9042099E,9,71.1,18
892,T,251213,154616,58.9592442N,17.9043182E,10,71.8,17
893,T,251213,154617,58.9594192N,17.9044269E,10,72.5,17
894,T,251213,154618,58.9595957N,17.9045333E,10,73.1,17
895,T,251213,154619,58.9597710N,17.9046355E,10,73.3,16
896,T,251213,154620,58.9599474N,17.9047374E,10,73.5,16
897,T,251213,154621,58.9601259N,17.9048397E,11,74.0,16
898,T,251213,154622,58.9603061N,17.9049412E,11,74.8,16
899,T,251213,154623,58.9604903N,17.9050457E,11,75.7,16
900,T,251213,154624,58.9606772N,17.9051491E,11,76.8,15
901,T,251213,154625,58.9608674N,17.9052506E,11,77.9,15
902,T,251213,154626,58.9610604N,17.9053515E,11,79.0,15
903,T,251213,154627,58.9612536N,17.9054487E,10,79.6,14
904,T,251213,154628,58.9614453N,17.9055458E,10,79.4,14
905,T,251213,154629,58.9616398N,17.9056422E,10,80.0,14
906,T,251213,154630,58.9618347N,17.9057354E,10,80.1,13
907,T,251213,154631,58.9620254N,17.9058253E,9,79.2,13
908,T,251213,154632,58.9622180N,17.9059050E,10,79.0,12
909,T,251213,154633,58.9624108N,17.9059826E,10,78.7,12
910,T,251213,154634,58.9625962N,17.9060721E,9,78.1,12
911,T,251213,154635,58.9627836N,17.9061535E,9,77.4,12
912,T,251213,154636,58.9629697N,17.9062259E,9,76.8,11
913,T,251213,154637,58.9631608N,17.9063036E,8,75.5,11
914,T,251213,154638,58.9633467N,17.9063709E,8,75.0,10
915,T,251213,154639,58.9635272N,17.9064365E,7,74.8,10
916,T,251213,154640,58.9637115N,17.9065021E,7,74.8,10
917,T,251213,154641,58.9638977N,17.9065650E,7,75.0,10
918,T,251213,154642,58.9640814N,17.9066282E,6,75.0,10
919,T,251213,154643,58.9642683N,17.9066903E,6,75.1,9
920,T,251213,154644,58.9644557N,17.9067524E,6,75.3,9
921,T,251213,154645,58.9646427N,17.9068155E,5,75.5,9
922,T,251213,154646,58.9648314N,17.9068759E,5,75.7,9
923,T,251213,154647,58.9650192N,17.9069380E,5,75.7,9
924,T,251213,154648,58.9652054N,17.9069983E,4,75.5,9
925,T,251213,154649,58.9653918N,17.9070540E,4,75.5,9
926,T,251213,154650,58.9655774N,17.9071152E,4,75.7,9
927,T,251213,154651,58.9657634N,17.9071809E,3,75.9,9
928,T,251213,154652,58.9659514N,17.9072449E,3,76.3,10
929,T,251213,154653,58.9661388N,17.9073107E,2,76.1,10
930,T,251213,154654,58.9663240N,17.9073749E,2,75.9,10
931,T,251213,154655,58.9665077N,17.9074398E,1,75.5,10
932,T,251213,154656,58.9666911N,17.9075075E,1,75.3,10
933,T,251213,154657,58.9668769N,17.9075771E,1,75.9,10
934,T,251213,154658,58.9670642N,17.9076486E,0,76.1,10
935,T,251213,154659,58.9672551N,17.9077184E,0,77.0,10
936,T,251213,154700,58.9674532N,17.9077842E,0,78.8,9
937,T,251213,154701,58.9676594N,17.9078508E,0,81.3,9
938,T,251213,154702,58.9678668N,17.9079247E,0,82.7,10
939,T,251213,154703,58.9680726N,17.9080128E,-1,83.7,12
940,T,251213,154704,58.9682749N,17.9081077E,-1,83.7,13
941,T,251213,154705,58.9684782N,17.9082055E,-1,83.8,14
942,T,251213,154706,58.9686795N,17.9083102E,-2,84.0,14
943,T,251213,154707,58.9688833N,17.9084151E,-2,84.4,14
944,T,251213,154708,58.9690871N,17.9085217E,-2,84.8,15
945,T,251213,154709,58.9692928N,17.9086310E,-2,85.1,15
946,T,251213,154710,58.9694999N,17.9087437E,-2,85.7,15
947,T,251213,154711,58.9697077N,17.9088612E,-2,86.1,16
948,T,251213,154712,58.9699177N,17.9089820E,-2,86.8,16
949,T,251213,154713,58.9701299N,17.9091043E,-2,87.5,16
950,T,251213,154714,58.9703444N,17.9092283E,-2,88.5,16
951,T,251213,154715,58.9705600N,17.9093574E,-2,89.4,17
952,T,251213,154716,58.9707772N,17.9094928E,-2,90.1,17
953,T,251213,154717,58.9709938N,17.9096281E,-2,90.5,17
954,T,251213,154718,58.9712109N,17.9097614E,-2,90.7,17
955,T,251213,154719,58.9714260N,17.9098849E,-2,90.3,17
956,T,251213,154720,58.9716387N,17.9100109E,-2,89.8,16
957,T,251213,154721,58.9718470N,17.9101307E,-2,89.4,17
958,T,251213,154722,58.9720379N,17.9102532E,-2,89.0,16
959,T,251213,154723,58.9722568N,17.9103834E,-2,89.0,16
960,T,251213,154724,58.9724665N,17.9104971E,-2,89.4,16
961,T,251213,154725,58.9726815N,17.9106277E,-2,89.8,16
962,T,251213,154726,58.9729053N,17.9107539E,-2,90.3,16
963,T,251213,154727,58.9731240N,17.9108741E,-2,90.9,16
964,T,251213,154728,58.9733430N,17.9109921E,-2,91.3,16
965,T,251213,154729,58.9735603N,17.9111081E,-2,90.9,16
966,T,251213,154730,58.9737802N,17.9112317E,-3,90.3,16
967,T,251213,154731,58.9739935N,17.9113492E,-3,90.0,16
968,T,251213,154732,58.9742102N,17.9114652E,-3,89.8,16
969,T,251213,154733,58.9744282N,17.9115827E,-3,89.8,15
970,T,251213,154734,58.9746417N,17.9116982E,-3,89.6,15
971,T,251213,154735,58.9748551N,17.9118188E,-3,89.4,16
972,T,251213,154736,58.9750702N,17.9119406E,-3,89.2,16
973,T,251213,154737,58.9752843N,17.9120632E,-3,89.0,16
974,T,251213,154738,58.9754939N,17.9121797E,-3,88.5,16
975,T,251213,154739,58.9757033N,17.9122983E,-3,88.1,16
976,T,251213,154740,58.9759118N,17.9124159E,-3,87.7,16
977,T,251213,154741,58.9761215N,17.9125369E,-3,87.5,16
978,T,251213,154742,58.9763315N,17.9126564E,-3,87.5,16
979,T,251213,154743,58.9765405N,17.9127761E,-3,87.5,16
980,T,251213,154744,58.9767510N,17.9128934E,-3,87.5,16
981,T,251213,154745,58.9769619N,17.9130138E,-3,87.7,16
982,T,251213,154746,58.9771742N,17.9131358E,-3,87.9,16
983,T,251213,154747,58.9773802N,17.9132577E,0,87.0,17
984,T,251213,154748,58.9775928N,17.9133843E,-1,87.7,17
985,T,251213,154749,58.9778137N,17.9135208E,-1,88.7,17
986,T,251213,154750,58.9780308N,17.9136513E,0,89.0,18
987,T,251213,154751,58.9782458N,17.9137890E,0,89.4,19
988,T,251213,154752,58.9784535N,17.9139386E,0,89.0,19
989,T,251213,154753,58.9786607N,17.9140837E,1,88.3,20
990,T,251213,154754,58.9788652N,17.9142354E,3,87.9,20
991,T,251213,154755,58.9790658N,17.9143879E,4,87.5,21
992,T,251213,154756,58.9792648N,17.9145435E,5,87.0,21
993,T,251213,154757,58.9794632N,17.9146999E,6,86.6,22
994,T,251213,154758,58.9796597N,17.9148596E,7,86.3,22
995,T,251213,154759,58.9798574N,17.9150257E,8,86.1,23
996,T,251213,154800,58.9800571N,17.9151917E,9,86.3,23
997,T,251213,154801,58.9802577N,17.9153610E,10,86.6,23
998,T,251213,154802,58.9804600N,17.9155328E,10,87.0,23
999,T,251213,154803,58.9806635N,17.9157055E,11,87.4,24
1000,T,251213,154804,58.9808653N,17.9158836E,12,87.9,24
1001,T,251213,154805,58.9810678N,17.9160658E,13,88.5,24
1002,T,251213,154806,58.9812726N,17.9162545E,14,89.2,25
1003,T,251213,154807,58.9814786N,17.9164437E,15,90.1,25
1004,T,251213,154808,58.9816856N,17.9166380E,15,90.7,25
1005,T,251213,154809,58.9818938N,17.9168318E,16,91.3,25
1006,T,251213,154810,58.9821023N,17.9170210E,16,91.8,25
1007,T,251213,154811,58.9823141N,17.9172134E,17,92.6,25
1008,T,251213,154812,58.9825230N,17.9174044E,17,92.6,25
1009,T,251213,154813,58.9827313N,17.9175939E,17,92.6,25
1010,T,251213,154814,58.9829417N,17.9177881E,18,92.9,25
1011,T,251213,154815,58.9831520N,17.9179859E,18,93.5,25
1012,T,251213,154816,58.9833637N,17.9181874E,18,93.8,26
1013,T,251213,154817,58.9835760N,17.9183917E,18,94.2,26
1014,T,251213,154818,58.9837869N,17.9186000E,18,94.6,26
1015,T,251213,154819,58.9839954N,17.9188090E,19,94.2,27
1016,T,251213,154820,58.9842022N,17.9190247E,18,93.3,28
1017,T,251213,154821,58.9844059N,17.9192554E,18,93.3,28
1018,T,251213,154822,58.9846180N,17.9194674E,18,93.7,28
1019,T,251213,154823,58.9848275N,17.9196816E,18,94.2,28
1020,T,251213,154824,58.9850294N,17.9199112E,18,95.0,29
1021,T,251213,154825,58.9852286N,17.9201365E,18,95.3,32
1022,T,251213,154826,58.9854261N,17.9203975E,18,95.5,32
1023,T,251213,154826,58.9854261N,17.9203975E,18,95.5,32
1024,T,251213,154828,58.9858144N,17.9209268E,18,95.9,35
1025,T,251213,154829,58.9860053N,17.9212001E,17,96.3,36
1026,T,251213,154830,58.9861961N,17.9214856E,17,96.6,37
1027,T,251213,154831,58.9863820N,17.9217792E,17,97.0,38
1028,T,251213,154832,58.9865707N,17.9220769E,17,97.2,39
1029,T,251213,154833,58.9867582N,17.9223774E,17,97.2,39
1030,T,251213,154834,58.9869444N,17.9226804E,17,97.0,40
1031,T,251213,154835,58.9871304N,17.9229818E,17,96.8,40
1032,T,251213,154836,58.9873154N,17.9232792E,17,96.3,40
1033,T,251213,154837,58.9874986N,17.9235773E,17,95.9,40
1034,T,251213,154838,58.9876821N,17.9238771E,16,96.1,40
1035,T,251213,154839,58.9878671N,17.9241752E,16,96.3,39
1036,T,251213,154840,58.9880522N,17.9244689E,16,96.4,39
1037,T,251213,154841,58.9882390N,17.9247621E,16,96.6,38
1038,T,251213,154842,58.9884262N,17.9250537E,16,96.8,38
1039,T,251213,154843,58.9886205N,17.9253369E,15,96.8,37
1040,T,251213,154844,58.9888159N,17.9256094E,15,96.6,36
1041,T,251213,154845,58.9890103N,17.9258759E,15,96.3,35
1042,T,251213,154846,58.9892077N,17.9261376E,15,95.9,34
1043,T,251213,154847,58.9894065N,17.9263943E,15,95.9,33
1044,T,251213,154848,58.9896062N,17.9266436E,14,95.5,32
1045,T,251213,154849,58.9898096N,17.9268847E,14,95.3,31
1046,T,251213,154850,58.9900130N,17.9271215E,14,95.0,31
1047,T,251213,154851,58.9902175N,17.9273505E,14,94.8,30
1048,T,251213,154852,58.9904230N,17.9275733E,14,94.8,29
1049,T,251213,154853,58.9906300N,17.9277926E,14,94.6,28
1050,T,251213,154854,58.9908368N,17.9280065E,14,94.4,27
1051,T,251213,154855,58.9910461N,17.9282120E,14,93.8,27
1052,T,251213,154856,58.9912551N,17.9284113E,13,93.5,26
1053,T,251213,154857,58.9914634N,17.9286085E,13,93.1,26
1054,T,251213,154858,58.9916713N,17.9288039E,13,92.7,26
1055,T,251213,154859,58.9918795N,17.9289981E,13,92.7,25
1056,T,251213,154900,58.9920884N,17.9291924E,13,92.7,25
1057,T,251213,154901,58.9922969N,17.9293802E,12,92.6,25
1058,T,251213,154902,58.9925050N,17.9295684E,12,92.2,24
1059,T,251213,154903,58.9927135N,17.9297564E,12,92.2,25
1060,T,251213,154904,58.9929229N,17.9299470E,12,92.4,25
1061,T,251213,154905,58.9931316N,17.9301365E,12,92.2,25
1062,T,251213,154906,58.9933391N,17.9303277E,11,92.4,25
1063,T,251213,154907,58.9935483N,17.9305197E,11,92.6,25
1064,T,251213,154908,58.9937597N,17.9307136E,11,92.9,25
1065,T,251213,154909,58.9939720N,17.9309086E,11,93.5,25
1066,T,251213,154910,58.9941856N,17.9311065E,10,94.2,25
1067,T,251213,154911,58.9944018N,17.9313077E,10,94.8,27
1068,T,251213,154912,58.9946166N,17.9315148E,10,95.5,26
1069,T,251213,154913,58.9948337N,17.9317214E,10,96.1,26
1070,T,251213,154914,58.9950556N,17.9319379E,10,97.0,27
1071,T,251213,154915,58.9952738N,17.9321570E,10,97.9,27
1072,T,251213,154916,58.9954936N,17.9323838E,10,98.7,27
1073,T,251213,154917,58.9957149N,17.9326111E,10,99.4,27
1074,T,251213,154918,58.9959356N,17.9328417E,10,100.0,28
1075,T,251213,154919,58.9961597N,17.9330753E,11,100.5,28
1076,T,251213,154920,58.9963810N,17.9333149E,11,100.9,28
1077,T,251213,154921,58.9966002N,17.9335573E,11,101.1,29
1078,T,251213,154922,58.9968166N,17.9337979E,11,100.5,29
1079,T,251213,154923,58.9970332N,17.9340423E,12,100.1,30
1080,T,251213,154924,58.9972481N,17.9342871E,12,99.8,30
1081,T,251213,154925,58.9974623N,17.9345308E,12,99.4,30
1082,T,251213,154926,58.9976745N,17.9347749E,12,99.0,30
1083,T,251213,154927,58.9978839N,17.9350180E,12,98.3,30
1084,T,251213,154928,58.9980936N,17.9352614E,13,97.9,31
1085,T,251213,154929,58.9983018N,17.9355052E,13,97.7,31
1086,T,251213,154930,58.9985102N,17.9357490E,13,97.4,31
1087,T,251213,154931,58.9987195N,17.9359953E,14,97.6,31
1088,T,251213,154932,58.9989293N,17.9362368E,14,97.7,30
1089,T,251213,154933,58.9991401N,17.9364787E,14,97.9,30
1090,T,251213,154934,58.9993507N,17.9367115E,14,97.7,30
1091,T,251213,154935,58.9995627N,17.9369444E,14,98.3,28
1092,T,251213,154936,58.9997777N,17.9371765E,15,99.0,29
1093,T,251213,154937,58.9999932N,17.9373962E,15,99.4,28
1094,T,251213,154938,59.0002098N,17.9376151E,15,99.8,27
1095,T,251213,154939,59.0004328N,17.9378348E,15,100.1,26
1096,T,251213,154940,59.0006531N,17.9380502E,15,100.5,26
1097,T,251213,154941,59.0008823N,17.9382520E,15,100.9,25
1098,T,251213,154942,59.0011118N,17.9384498E,16,100.5,24
1099,T,251213,154943,59.0013412N,17.9386374E,16,100.5,22
1100,T,251213,154944,59.0015728N,17.9388233E,16,100.3,22
1101,T,251213,154945,59.0018072N,17.9389994E,16,100.1,21
