INDEX,TAG,DATE,TIME,LATITUDE N/S,LONGITUDE E/W,HEIGHT,SPEED,HEADING
435,T,251213,142917,59.0727396N,18.0677776E,35,98.1,212
436,T,251213,142918,59.0725389N,18.0675346E,35,98.3,211
437,T,251213,142919,59.0723426N,18.0673180E,35,97.0,210
438,T,251213,142920,59.0721446N,18.0671273E,35,95.9,208
439,T,251213,142921,59.0719336N,18.0669195E,35,96.4,207
440,T,251213,142922,59.0717176N,18.0667164E,35,96.1,207
441,T,251213,142923,59.0714963N,18.0665102E,35,95.9,207
442,T,251213,142924,59.0712741N,18.0663087E,35,96.6,206
443,T,251213,142925,59.0710458N,18.0661032E,35,97.4,206
444,T,251213,142926,59.0708059N,18.0658603E,35,97.9,206
445,T,251213,142927,59.0705726N,18.0656449E,35,98.8,206
446,T,251213,142928,59.0703455N,18.0654333E,35,99.0,206
447,T,251213,142929,59.0701148N,18.0652147E,35,99.4,207
448,T,251213,142930,59.0698808N,18.0649958E,35,99.0,207
449,T,251213,142931,59.0696517N,18.0647735E,34,98.8,208
450,T,251213,142932,59.0694289N,18.0645409E,34,98.8,209
451,T,251213,142933,59.0692031N,18.0642888E,34,98.8,209
452,T,251213,142934,59.0689843N,18.0640444E,34,98.8,211
453,T,251213,142935,59.0687755N,18.0637907E,33,98.8,213
454,T,251213,142936,59.0685758N,18.0635409E,33,98.8,214
455,T,251213,142937,59.0683736N,18.0632711E,33,99.2,214
456,T,251213,142938,59.0681755N,18.0630065E,32,100.5,213
457,T,251213,142939,59.0679619N,18.0627124E,32,100.5,214
458,T,251213,142940,59.0677566N,18.0624185E,32,100.1,216
459,T,251213,142941,59.0675551N,18.0621072E,34,100.3,217
460,T,251213,142942,59.0673565N,18.0617908E,34,101.3,219
461,T,251213,142943,59.0671639N,18.0614553E,34,102.0,220
462,T,251213,142944,59.0669753N,18.0611342E,34,102.0,222
463,T,251213,142945,59.0667934N,18.0608044E,34,102.0,222
464,T,251213,142946,59.0666147N,18.0604664E,34,101.4,223
465,T,251213,142947,59.0664348N,18.0601315E,34,100.7,223
466,T,251213,142948,59.0662579N,18.0597943E,35,99.8,224
467,T,251213,142949,59.0660843N,18.0594530E,31,99.0,226
468,T,251213,142950,59.0659157N,18.0591015E,31,98.3,227
469,T,251213,142951,59.0657527N,18.0587449E,31,97.2,229
470,T,251213,142952,59.0655992N,18.0583813E,31,96.4,230
471,T,251213,142953,59.0654519N,18.0579997E,31,97.0,233
472,T,251213,142954,59.0653097N,18.0576241E,31,96.8,233
473,T,251213,142955,59.0651725N,18.0572444E,31,96.3,235
474,T,251213,142956,59.0650351N,18.0568282E,30,96.3,237
475,T,251213,142957,59.0649256N,18.0564382E,30,95.7,239
476,T,251213,142958,59.0648154N,18.0560333E,29,95.7,239
477,T,251213,142959,59.0647109N,18.0556336E,29,95.7,240
478,T,251213,143000,59.0645973N,18.0552160E,29,95.1,243
479,T,251213,143001,59.0644966N,18.0548095E,28,94.4,245
480,T,251213,143002,59.0644036N,18.0543971E,27,93.5,247
481,T,251213,143003,59.0643179N,18.0539884E,27,92.7,248
482,T,251213,143004,59.0642309N,18.0535740E,26,92.2,248
483,T,251213,143005,59.0641491N,18.0531520E,26,92.0,249
484,T,251213,143006,59.0640686N,18.0527369E,26,91.6,249
485,T,251213,143007,59.0639995N,18.0523226E,26,91.3,252
486,T,251213,143008,59.0639281N,18.0518969E,26,90.7,252
487,T,251213,143009,59.0638592N,18.0514631E,26,90.5,253
488,T,251213,143010,59.0637964N,18.0510480E,26,90.1,253
489,T,251213,143011,59.0637416N,18.0505973E,25,90.3,254
490,T,251213,143012,59.0636900N,18.0501579E,25,90.5,256
491,T,251213,143013,59.0636411N,18.0497220E,26,90.5,256
492,T,251213,143014,59.0635935N,18.0492975E,26,90.5,257
493,T,251213,143015,59.0635480N,18.0488804E,26,90.0,257
494,T,251213,143016,59.0635018N,18.0484595E,26,89.4,257
495,T,251213,143017,59.0634559N,18.0480368E,26,88.8,257
496,T,251213,143018,59.0634096N,18.0476241E,25,88.5,257
497,T,251213,143019,59.0633636N,18.0472031E,25,88.3,257
498,T,251213,143020,59.0633146N,18.0467861E,25,87.9,256
499,T,251213,143021,59.0632644N,18.0463658E,25,87.9,256
500,T,251213,143022,59.0632116N,18.0459403E,25,88.3,255
501,T,251213,143023,59.0631600N,18.0455180E,25,88.5,256
502,T,251213,143024,59.0631053N,18.0451036E,25,89.0,255
503,T,251213,143025,59.0630487N,18.0446772E,25,89.4,254
504,T,251213,143026,59.0629911N,18.0442596E,25,89.0,254
505,T,251213,143027,59.0629371N,18.0438535E,25,88.5,254
506,T,251213,143028,59.0628724N,18.0434414E,25,88.5,253
507,T,251213,143029,59.0628087N,18.0430394E,25,88.8,253
508,T,251213,143030,59.0627429N,18.0426285E,25,89.0,252
509,T,251213,143031,59.0626770N,18.0422148E,25,89.2,252
510,T,251213,143032,59.0626071N,18.0417951E,25,90.1,251
511,T,251213,143033,59.0625407N,18.0413842E,25,90.3,252
512,T,251213,143034,59.0624728N,18.0409747E,25,90.0,251
513,T,251213,143035,59.0624012N,18.0405613E,25,89.8,251
514,T,251213,143036,59.0623275N,18.0401481E,25,89.6,251
515,T,251213,143037,59.0622515N,18.0397403E,24,89.0,250
516,T,251213,143038,59.0621753N,18.0393366E,24,88.7,250
517,T,251213,143039,59.0620980N,18.0389403E,24,88.5,250
518,T,251213,143040,59.0620199N,18.0385520E,24,88.3,249
519,T,251213,143041,59.0619398N,18.0381722E,24,87.7,249
520,T,251213,143042,59.0618584N,18.0377856E,24,87.5,248
521,T,251213,143043,59.0617774N,18.0374008E,24,87.2,248
522,T,251213,143044,59.0616961N,18.0370115E,24,87.4,248
523,T,251213,143045,59.0616247N,18.0366375E,24,87.5,248
524,T,251213,143046,59.0615470N,18.0362470E,24,87.9,248
525,T,251213,143047,59.0614677N,18.0358517E,24,88.5,248
526,T,251213,143048,59.0613902N,18.0354559E,24,88.8,248
527,T,251213,143049,59.0613131N,18.0350573E,24,89.2,248
528,T,251213,143050,59.0612357N,18.0346601E,24,89.4,248
529,T,251213,143051,59.0611566N,18.0342602E,24,89.4,248
530,T,251213,143052,59.0610769N,18.0338568E,24,89.2,248
531,T,251213,143053,59.0609974N,18.0334541E,24,89.4,248
532,T,251213,143054,59.0609110N,18.0330498E,24,89.4,249
533,T,251213,143055,59.0608283N,18.0326375E,24,89.8,248
534,T,251213,143056,59.0607503N,18.0322192E,24,90.1,250
535,T,251213,143057,59.0606745N,18.0318033E,24,90.3,250
536,T,251213,143058,59.0605987N,18.0313874E,24,90.3,250
537,T,251213,143059,59.0605230N,18.0309715E,24,90.5,250
538,T,251213,143100,59.0604472N,18.0305556E,24,90.5,250
539,T,251213,143104,59.0602152N,18.0281676E,22,93.5,260
540,T,251213,143105,59.0601693N,18.0277137E,23,94.8,259
541,T,251213,143107,59.0601317N,18.0272332E,22,95.3,260
542,T,251213,143108,59.0601061N,18.0267760E,22,94.8,261
543,T,251213,143109,59.0600725N,18.0263291E,22,94.0,261
544,T,251213,143110,59.0600476N,18.0258584E,21,94.0,261
545,T,251213,143111,59.0600111N,18.0254160E,21,93.8,262
546,T,251213,143112,59.0599808N,18.0249663E,22,93.8,262
547,T,251213,143113,59.0599503N,18.0245119E,22,94.2,262
548,T,251213,143114,59.0599201N,18.0240589E,22,94.2,263
549,T,251213,143115,59.0598980N,18.0235989E,22,94.4,264
550,T,251213,143116,59.0598831N,18.0231262E,22,95.1,264
551,T,251213,143117,59.0598638N,18.0226649E,22,94.8,264
552,T,251213,143118,59.0598473N,18.0221972E,22,95.1,264
553,T,251213,143119,59.0598256N,18.0217289E,23,95.3,264
554,T,251213,143120,59.0598033N,18.0212632E,23,95.5,264
555,T,251213,143121,59.0597844N,18.0207858E,23,95.7,264
556,T,251213,143122,59.0597602N,18.0203143E,23,95.5,264
557,T,251213,143123,59.0597379N,18.0198395E,24,95.7,264
558,T,251213,143124,59.0597070N,18.0193651E,24,95.9,263
559,T,251213,143125,59.0596792N,18.0188771E,24,96.4,262
560,T,251213,143126,59.0596417N,18.0183957E,24,96.8,261
561,T,251213,143127,59.0596023N,18.0179238E,25,96.3,259
562,T,251213,143128,59.0595554N,18.0174533E,25,96.4,256
563,T,251213,143129,59.0595026N,18.0169959E,25,96.4,255
564,T,251213,143130,59.0594434N,18.0165507E,24,95.7,255
565,T,251213,143131,59.0593849N,18.0161161E,24,94.8,254
566,T,251213,143132,59.0593231N,18.0156830E,24,93.8,253
567,T,251213,143133,59.0592576N,18.0152441E,24,92.9,252
568,T,251213,143134,59.0591828N,18.0148390E,24,92.4,250
569,T,251213,143135,59.0591012N,18.0144261E,24,92.0,248
570,T,251213,143136,59.0590132N,18.0140250E,24,91.6,248
571,T,251213,143137,59.0589269N,18.0136183E,24,91.3,247
572,T,251213,143138,59.0588378N,18.0132164E,23,90.3,245
573,T,251213,143139,59.0587391N,18.0128201E,23,90.5,244
574,T,251213,143140,59.0586358N,18.0124278E,24,90.7,242
575,T,251213,143141,59.0585267N,18.0120409E,23,91.8,241
576,T,251213,143142,59.0584164N,18.0116848E,24,92.2,239
577,T,251213,143143,59.0582967N,18.0113308E,24,93.1,237
578,T,251213,143144,59.0581680N,18.0109586E,24,94.4,235
579,T,251213,143145,59.0580385N,18.0105999E,24,94.6,234
580,T,251213,143146,59.0579036N,18.0102396E,24,93.8,234
581,T,251213,143147,59.0577648N,18.0098886E,25,93.1,233
582,T,251213,143148,59.0576249N,18.0095316E,26,93.5,232
583,T,251213,143149,59.0574772N,18.0091558E,26,94.0,231
584,T,251213,143150,59.0573239N,18.0087935E,26,94.8,229
585,T,251213,143151,59.0571652N,18.0084446E,27,94.6,228
586,T,251213,143152,59.0570057N,18.0081110E,27,93.7,228
587,T,251213,143153,59.0568435N,18.0077717E,27,94.0,226
588,T,251213,143154,59.0566780N,18.0074301E,27,94.6,226
589,T,251213,143155,59.0565127N,18.0070860E,26,95.0,227
590,T,251213,143156,59.0563507N,18.0067405E,26,95.1,227
591,T,251213,143157,59.0561870N,18.0063987E,26,95.3,227
592,T,251213,143158,59.0560163N,18.0060517E,26,95.9,227
593,T,251213,143159,59.0558477N,18.0057098E,26,96.3,228
594,T,251213,143200,59.0556852N,18.0053591E,26,96.4,228
595,T,251213,143201,59.0555199N,18.0050113E,26,97.0,228
596,T,251213,143202,59.0553567N,18.0046720E,26,97.2,227
597,T,251213,143203,59.0551872N,18.0043367E,26,97.6,227
598,T,251213,143204,59.0550198N,18.0039932E,27,97.9,227
599,T,251213,143205,59.0548523N,18.0036423E,27,98.5,227
600,T,251213,143206,59.0546877N,18.0032887E,27,98.3,228
601,T,251213,143207,59.0545201N,18.0029309E,26,98.5,228
602,T,251213,143208,59.0543451N,18.0025647E,26,98.5,227
603,T,251213,143209,59.0541759N,18.0022048E,26,99.4,227
604,T,251213,143210,59.0539989N,18.0018407E,26,100.3,227
605,T,251213,143211,59.0538247N,18.0014839E,26,100.3,227
606,T,251213,143212,59.0536497N,18.0011318E,27,100.3,227
607,T,251213,143213,59.0534870N,18.0007834E,28,99.6,228
608,T,251213,143214,59.0533243N,18.0004389E,29,98.8,228
609,T,251213,143215,59.0531653N,18.0001010E,28,98.1,228
610,T,251213,143216,59.0530034N,17.9997825E,28,97.7,227
611,T,251213,143217,59.0528424N,17.9994165E,27,97.4,227
612,T,251213,143218,59.0526762N,17.9990808E,27,97.6,226
613,T,251213,143219,59.0524944N,17.9987481E,27,97.7,226
614,T,251213,143220,59.0523209N,17.9983822E,27,98.1,227
615,T,251213,143221,59.0521488N,17.9980262E,27,97.9,227
616,T,251213,143222,59.0519847N,17.9976848E,27,97.2,227
617,T,251213,143223,59.0518238N,17.9973392E,28,96.4,228
618,T,251213,143224,59.0516699N,17.9969938E,28,95.5,228
619,T,251213,143225,59.0515151N,17.9966558E,28,95.1,228
620,T,251213,143226,59.0513685N,17.9963387E,28,93.8,228
621,T,251213,143227,59.0512270N,17.9960243E,29,92.4,228
622,T,251213,143228,59.0510857N,17.9957114E,30,91.6,227
623,T,251213,143229,59.0509423N,17.9953929E,30,91.4,229
624,T,251213,143230,59.0508036N,17.9950625E,31,91.4,229
625,T,251213,143231,59.0506626N,17.9947273E,31,91.3,229
626,T,251213,143232,59.0505181N,17.9943947E,32,91.3,228
627,T,251213,143233,59.0503726N,17.9940645E,32,91.1,229
628,T,251213,143234,59.0502253N,17.9937325E,33,91.1,229
629,T,251213,143235,59.0500924N,17.9933760E,31,90.7,230
630,T,251213,143236,59.0499479N,17.9930206E,30,90.5,231
631,T,251213,143237,59.0497970N,17.9926658E,31,90.3,231
632,T,251213,143247,59.0485420N,17.9893157E,35,87.5,235
633,T,251213,143248,59.0484373N,17.9889307E,35,86.3,236
634,T,251213,143249,59.0483298N,17.9885296E,34,86.1,236
635,T,251213,143250,59.0482313N,17.9880723E,32,86.6,236
636,T,251213,143251,59.0481197N,17.9876600E,31,87.7,236
637,T,251213,143252,59.0479935N,17.9872319E,31,90.1,237
638,T,251213,143253,59.0478689N,17.9868181E,31,92.0,238
639,T,251213,143254,59.0477465N,17.9864047E,31,92.9,238
640,T,251213,143255,59.0476257N,17.9859873E,31,93.5,239
641,T,251213,143256,59.0475022N,17.9855794E,31,94.0,239
642,T,251213,143257,59.0473778N,17.9851593E,31,95.0,239
643,T,251213,143258,59.0472488N,17.9847415E,31,96.3,238
644,T,251213,143259,59.0471181N,17.9843360E,31,97.4,238
645,T,251213,143300,59.0469918N,17.9839015E,30,98.1,239
646,T,251213,143301,59.0468589N,17.9834780E,30,99.2,239
647,T,251213,143302,59.0467272N,17.9830644E,31,99.6,239
648,T,251213,143303,59.0465922N,17.9826627E,32,99.8,239
649,T,251213,143304,59.0464544N,17.9822556E,32,99.8,238
650,T,251213,143305,59.0463176N,17.9818342E,32,100.1,237
651,T,251213,143306,59.0461740N,17.9814022E,33,100.5,237
652,T,251213,143307,59.0460275N,17.9809830E,33,101.4,235
653,T,251213,143308,59.0458915N,17.9805970E,32,101.4,235
654,T,251213,143309,59.0457336N,17.9801787E,33,102.0,234
655,T,251213,143310,59.0455701N,17.9797755E,33,103.1,233
656,T,251213,143311,59.0454094N,17.9793463E,34,103.8,232
657,T,251213,143312,59.0452423N,17.9789375E,34,103.1,232
658,T,251213,143313,59.0450841N,17.9785405E,34,100.9,232
659,T,251213,143314,59.0449126N,17.9781268E,35,100.0,232
660,T,251213,143315,59.0447392N,17.9777234E,36,100.3,231
661,T,251213,143316,59.0445694N,17.9773347E,37,100.1,230
662,T,251213,143317,59.0444035N,17.9769631E,39,99.2,230
663,T,251213,143318,59.0442374N,17.9765830E,39,99.2,229
664,T,251213,143319,59.0440740N,17.9762082E,39,99.4,229
665,T,251213,143320,59.0439062N,17.9758332E,39,99.8,228
666,T,251213,143321,59.0437306N,17.9754663E,40,100.3,228
667,T,251213,143322,59.0435506N,17.9750943E,41,100.9,228
668,T,251213,143323,59.0433686N,17.9747203E,43,101.4,227
669,T,251213,143324,59.0431919N,17.9743475E,43,102.0,226
670,T,251213,143327,59.0426503N,17.9732904E,43,102.4,224
671,T,251213,143328,59.0424674N,17.9729242E,43,102.9,222
672,T,251213,143329,59.0422828N,17.9725561E,41,102.9,224
673,T,251213,143330,59.0420998N,17.9721896E,40,103.1,224
674,T,251213,143331,59.0419106N,17.9718384E,41,103.1,223
675,T,251213,143332,59.0417219N,17.9714760E,41,103.3,223
676,T,251213,143338,59.0405877N,17.9694404E,38,103.3,222
677,T,251213,143339,59.0404034N,17.9690946E,37,102.6,223
678,T,251213,143340,59.0402307N,17.9687025E,38,102.2,224
679,T,251213,143341,59.0400471N,17.9683852E,39,102.2,224
680,T,251213,143342,59.0398628N,17.9680564E,40,102.0,224
681,T,251213,143343,59.0396794N,17.9677445E,40,101.6,224
682,T,251213,143344,59.0395001N,17.9674332E,40,101.1,224
683,T,251213,143345,59.0393213N,17.9671089E,40,100.3,224
684,T,251213,143346,59.0391464N,17.9667820E,39,99.4,223
685,T,251213,143347,59.0389701N,17.9664561E,39,99.0,223
686,T,251213,143348,59.0387884N,17.9661391E,39,99.2,223
687,T,251213,143349,59.0386074N,17.9658231E,39,99.0,222
688,T,251213,143350,59.0384209N,17.9655159E,39,99.0,221
689,T,251213,143351,59.0382283N,17.9652063E,39,99.0,221
690,T,251213,143352,59.0380376N,17.9648954E,39,99.0,221
691,T,251213,143353,59.0378454N,17.9645780E,39,99.2,221
692,T,251213,143354,59.0376553N,17.9642628E,38,99.2,221
693,T,251213,143355,59.0374646N,17.9639425E,38,99.6,220
694,T,251213,143356,59.0372678N,17.9636257E,38,99.6,220
695,T,251213,143357,59.0370613N,17.9633108E,39,101.1,218
696,T,251213,143358,59.0368593N,17.9630005E,39,102.0,217
697,T,251213,143359,59.0366531N,17.9627004E,40,102.6,217
698,T,251213,143400,59.0364400N,17.9624007E,41,102.7,217
699,T,251213,143401,59.0362355N,17.9621033E,41,102.6,217
700,T,251213,143402,59.0360312N,17.9618049E,42,102.6,217
701,T,251213,143403,59.0358256N,17.9615057E,42,104.2,217
702,T,251213,143404,59.0356240N,17.9612036E,43,104.6,217
703,T,251213,143405,59.0354131N,17.9608972E,43,104.4,217
704,T,251213,143406,59.0352135N,17.9606021E,42,104.2,216
705,T,251213,143407,59.0349912N,17.9602885E,42,105.1,215
706,T,251213,143408,59.0347714N,17.9599851E,42,106.1,215
707,T,251213,143409,59.0345491N,17.9596796E,42,106.3,215
708,T,251213,143410,59.0343275N,17.9593863E,42,107.6,215
709,T,251213,143411,59.0341066N,17.9590823E,42,108.5,215
710,T,251213,143412,59.0338859N,17.9587852E,42,108.3,214
711,T,251213,143413,59.0336635N,17.9585044E,42,108.3,213
712,T,251213,143414,59.0334453N,17.9582134E,43,108.7,213
713,T,251213,143415,59.0332232N,17.9579128E,44,108.3,212
714,T,251213,143416,59.0330014N,17.9576365E,44,107.9,212
715,T,251213,143417,59.0327708N,17.9573581E,44,106.8,212
716,T,251213,143418,59.0325478N,17.9570853E,44,106.8,210
717,T,251213,143419,59.0323138N,17.9568164E,44,107.4,211
718,T,251213,143420,59.0320786N,17.9565449E,44,107.2,210
719,T,251213,143421,59.0318456N,17.9562802E,45,106.6,210
720,T,251213,143422,59.0316151N,17.9560188E,45,106.1,210
721,T,251213,143423,59.0313889N,17.9557489E,45,105.9,210
722,T,251213,143424,59.0311625N,17.9554941E,45,105.1,209
723,T,251213,143425,59.0309369N,17.9552366E,45,104.8,210
724,T,251213,143426,59.0307132N,17.9549866E,46,104.0,210
725,T,251213,143427,59.0305033N,17.9547510E,45,103.1,209
726,T,251213,143428,59.0302827N,17.9545142E,45,102.4,208
727,T,251213,143429,59.0300706N,17.9542976E,45,101.8,207
728,T,251213,143430,59.0298475N,17.9540822E,45,101.4,206
729,T,251213,143431,59.0296243N,17.9538671E,45,100.5,205
730,T,251213,143432,59.0294066N,17.9536571E,45,99.0,206
731,T,251213,143433,59.0291947N,17.9534509E,45,97.6,206
732,T,251213,143434,59.0289832N,17.9532456E,44,97.0,206
733,T,251213,143435,59.0287650N,17.9530351E,44,96.3,205
734,T,251213,143436,59.0285511N,17.9528459E,46,94.6,206
735,T,251213,143437,59.0283396N,17.9526344E,44,94.0,207
736,T,251213,143438,59.0281403N,17.9524328E,43,94.2,207
737,T,251213,143439,59.0279356N,17.9522528E,44,93.1,205
738,T,251213,143440,59.0277209N,17.9520772E,45,92.2,203
739,T,251213,143442,59.0272977N,17.9517797E,46,90.7,202
740,T,251213,143443,59.0270892N,17.9516373E,46,90.3,202
741,T,251213,143444,59.0268760N,17.9514902E,46,90.3,202
742,T,251213,143445,59.0266581N,17.9513427E,47,90.1,202
743,T,251213,143446,59.0264501N,17.9511593E,46,90.7,201
744,T,251213,143447,59.0262479N,17.9510008E,46,90.1,200
745,T,251213,143448,59.0260429N,17.9508475E,46,89.8,200
746,T,251213,143449,59.0258086N,17.9506907E,45,90.7,199
747,T,251213,143450,59.0255866N,17.9505364E,44,91.4,197
748,T,251213,143451,59.0253643N,17.9504019E,43,91.8,197
749,T,251213,143452,59.0251417N,17.9502711E,43,92.6,197
750,T,251213,143453,59.0249156N,17.9501351E,43,93.5,197
751,T,251213,143454,59.0246846N,17.9499940E,43,94.2,197
752,T,251213,143455,59.0244535N,17.9498500E,43,95.0,197
753,T,251213,143456,59.0242208N,17.9497089E,43,95.7,197
754,T,251213,143457,59.0239856N,17.9495712E,43,95.7,196
755,T,251213,143458,59.0237559N,17.9494429E,43,95.9,196
756,T,251213,143459,59.0235260N,17.9493144E,43,96.3,195
757,T,251213,143500,59.0232957N,17.9491897E,43,96.8,195
758,T,251213,143501,59.0230618N,17.9490668E,43,97.2,194
759,T,251213,143502,59.0228239N,17.9489545E,43,97.2,193
760,T,251213,143503,59.0225774N,17.9488375E,42,97.2,193
761,T,251213,143504,59.0223410N,17.9487318E,42,97.0,193
762,T,251213,143505,59.0220979N,17.9486242E,42,97.4,193
763,T,251213,143506,59.0218530N,17.9485230E,42,97.6,192
764,T,251213,143507,59.0216019N,17.9484289E,43,97.4,192
765,T,251213,143508,59.0213565N,17.9483305E,43,97.2,192
766,T,251213,143509,59.0211215N,17.9482287E,43,97.0,191
767,T,251213,143510,59.0208945N,17.9481396E,44,96.6,191
768,T,251213,143511,59.0206644N,17.9480570E,44,96.1,190
769,T,251213,143512,59.0204390N,17.9479664E,44,95.7,191
770,T,251213,143513,59.0202153N,17.9478709E,44,95.9,190
771,T,251213,143514,59.0199929N,17.9477937E,44,96.1,190
772,T,251213,143515,59.0197635N,17.9477101E,45,95.3,191
773,T,251213,143516,59.0195161N,17.9476083E,45,95.3,191
774,T,251213,143517,59.0192742N,17.9475433E,45,95.3,188
775,T,251213,143518,59.0190358N,17.9474809E,45,95.0,187
776,T,251213,143519,59.0188038N,17.9474058E,45,94.6,188
777,T,251213,143520,59.0185667N,17.9473220E,46,94.4,188
778,T,251213,143521,59.0183233N,17.9472560E,46,95.1,189
779,T,251213,143522,59.0180768N,17.9472029E,47,95.5,188
780,T,251213,143523,59.0178399N,17.9471377E,47,95.9,189
781,T,251213,143524,59.0176038N,17.9470624E,47,96.1,189
782,T,251213,143525,59.0173676N,17.9469732E,48,95.9,189
783,T,251213,143526,59.0171307N,17.9468991E,48,96.6,189
784,T,251213,143527,59.0169097N,17.9467751E,47,96.3,191
785,T,251213,143528,59.0166805N,17.9466446E,47,95.1,191
786,T,251213,143529,59.0164397N,17.9465192E,46,95.1,191
787,T,251213,143530,59.0162113N,17.9464157E,46,95.5,192
788,T,251213,143531,59.0159754N,17.9463183E,46,95.3,191
789,T,251213,143532,59.0157470N,17.9462280E,46,95.7,192
790,T,251213,143533,59.0155090N,17.9461286E,46,96.1,192
791,T,251213,143534,59.0152753N,17.9460330E,46,96.4,193
792,T,251213,143535,59.0150449N,17.9459302E,46,96.6,193
793,T,251213,143536,59.0148141N,17.9458299E,46,96.3,192
794,T,251213,143537,59.0145885N,17.9457309E,46,96.3,193
795,T,251213,143538,59.0143533N,17.9456336E,46,96.6,192
796,T,251213,143539,59.0141181N,17.9455333E,46,96.4,193
797,T,251213,143540,59.0138767N,17.9454286E,46,96.6,192
798,T,251213,143541,59.0136445N,17.9453195E,45,96.4,193
799,T,251213,143542,59.0134097N,17.9452041E,45,96.8,193
800,T,251213,143543,59.0131586N,17.9451003E,45,97.6,194
801,T,251213,143544,59.0129156N,17.9449912E,45,97.6,194
802,T,251213,143545,59.0126659N,17.9448550E,45,98.5,194
803,T,251213,143546,59.0124270N,17.9447242E,45,98.5,194
804,T,251213,143547,59.0121910N,17.9445974E,45,98.3,195
805,T,251213,143548,59.0119402N,17.9444930E,45,98.7,196
806,T,251213,143549,59.0117186N,17.9443535E,45,98.5,196
807,T,251213,143550,59.0114930N,17.9442081E,45,99.0,196
808,T,251213,143551,59.0112590N,17.9440658E,45,100.3,196
809,T,251213,143552,59.0110158N,17.9439212E,45,100.7,198
810,T,251213,143553,59.0107707N,17.9437687E,45,101.1,198
811,T,251213,143554,59.0105278N,17.9436252E,45,101.4,198
812,T,251213,143555,59.0102827N,17.9434754E,45,102.2,198
813,T,251213,143556,59.0100450N,17.9433176E,45,102.2,199
814,T,251213,143557,59.0097948N,17.9431548E,45,102.7,199
815,T,251213,143558,59.0095444N,17.9429818E,44,103.3,199
816,T,251213,143559,59.0092960N,17.9428120E,44,103.7,199
817,T,251213,143600,59.0090458N,17.9426523E,43,103.7,200
818,T,251213,143601,59.0088040N,17.9424901E,43,103.3,199
819,T,251213,143602,59.0085622N,17.9423362E,43,102.4,199
820,T,251213,143603,59.0083259N,17.9421772E,42,101.6,199
821,T,251213,143604,59.0080854N,17.9420212E,42,101.3,198
822,T,251213,143605,59.0078411N,17.9418779E,42,101.1,198
823,T,251213,143606,59.0075931N,17.9417380E,42,100.9,196
824,T,251213,143607,59.0073478N,17.9416266E,42,100.3,195
825,T,251213,143608,59.0071061N,17.9415035E,42,100.5,194
826,T,251213,143609,59.0068585N,17.9413747E,41,100.7,194
827,T,251213,143610,59.0066174N,17.9412448E,41,100.7,193
828,T,251213,143611,59.0063748N,17.9411178E,41,101.1,194
829,T,251213,143612,59.0061329N,17.9409956E,41,101.3,193
830,T,251213,143613,59.0058929N,17.9408828E,41,101.1,192
831,T,251213,143614,59.0056520N,17.9407767E,41,101.1,192
832,T,251213,143615,59.0054085N,17.9406803E,41,101.3,191
833,T,251213,143616,59.0051587N,17.9405821E,41,101.8,191
834,T,251213,143617,59.0048993N,17.9404910E,41,102.7,192
835,T,251213,143618,59.0046626N,17.9403742E,41,102.6,193
836,T,251213,143619,59.0044182N,17.9402540E,41,102.6,193
837,T,251213,143620,59.0041773N,17.9401381E,41,101.6,193
838,T,251213,143621,59.0039402N,17.9400213E,41,101.4,194
839,T,251213,143622,59.0036991N,17.9398902E,40,101.8,194
840,T,251213,143623,59.0034586N,17.9397547E,40,102.2,195
841,T,251213,143624,59.0032086N,17.9396185E,40,102.4,196
842,T,251213,143625,59.0029695N,17.9394739E,40,102.4,197
843,T,251213,143626,59.0027209N,17.9393299E,40,102.2,198
844,T,251213,143627,59.0024778N,17.9391750E,40,102.0,198
845,T,251213,143628,59.0022341N,17.9390193E,39,102.4,200
846,T,251213,143629,59.0019913N,17.9388511E,39,102.6,200
847,T,251213,143630,59.0017483N,17.9386841E,39,102.4,201
848,T,251213,143631,59.0015056N,17.9385038E,39,102.6,202
849,T,251213,143632,59.0012699N,17.9383174E,38,102.7,203
850,T,251213,143633,59.0010318N,17.9381213E,38,102.9,203
851,T,251213,143634,59.0007908N,17.9379161E,39,102.7,205
852,T,251213,143635,59.0005563N,17.9377052E,39,102.6,206
853,T,251213,143636,59.0003265N,17.9374860E,39,102.4,206
854,T,251213,143637,59.0000991N,17.9372671E,39,102.0,207
855,T,251213,143638,58.9998829N,17.9370307E,39,102.2,209
856,T,251213,143639,58.9996554N,17.9367882E,39,102.2,209
857,T,251213,143640,58.9994238N,17.9365522E,39,102.7,209
858,T,251213,143641,58.9992038N,17.9363137E,39,102.6,210
859,T,251213,143642,58.9989918N,17.9360722E,39,102.2,210
860,T,251213,143643,58.9987763N,17.9358313E,39,102.2,210
861,T,251213,143644,58.9985635N,17.9355841E,39,102.2,210
862,T,251213,143645,58.9983472N,17.9353394E,39,101.6,210
863,T,251213,143646,58.9981355N,17.9350938E,38,100.9,210
864,T,251213,143647,58.9979194N,17.9348492E,38,100.0,211
865,T,251213,143648,58.9977103N,17.9346016E,38,99.0,210
866,T,251213,143649,58.9975091N,17.9343640E,39,98.1,211
867,T,251213,143650,58.9973018N,17.9341139E,39,97.4,210
868,T,251213,143651,58.9970943N,17.9338635E,39,97.2,211
869,T,251213,143652,58.9968891N,17.9336137E,38,96.8,210
