INDEX,TAG,DATE,TIME,LATITUDE N/S,LONGITUDE E/W,HEIGHT,SPEED,HEADING
49,T,251213,142126,59.1155128N,18.1100251E,67,3.8,164
50,T,251213,142127,59.1155017N,18.1100386E,67,3.8,165
51,T,251213,142128,59.1154905N,18.1100530E,67,3.8,165
52,T,251213,142129,59.1154801N,18.1100674E,67,4.0,155
53,T,251213,142130,59.1154695N,18.1100807E,67,4.2,158
54,T,251213,142131,59.1154677N,18.1100801E,64,3.8,145
55,T,251213,142132,59.1154696N,18.1100819E,64,3.5,128
56,T,251213,142133,59.1154755N,18.1100800E,64,2.9,128
57,T,251213,142134,59.1154766N,18.1100863E,64,1.1,118
58,T,251213,142135,59.1154708N,18.1101025E,65,1.2,120
59,T,251213,142144,59.1154594N,18.1101351E,63,1.1,214
60,T,251213,142146,59.1154594N,18.1101351E,64,2.0,173
61,T,251213,142147,59.1154460N,18.1101317E,64,2.9,178
62,T,251213,142207,59.1154195N,18.1101248E,63,1.4,173
63,T,251213,142217,59.1154195N,18.1101248E,63,1.1,174
64,T,251213,142224,59.1154195N,18.1101248E,63,1.2,206
65,T,251213,142225,59.1154221N,18.1101258E,63,1.8,210
66,T,251213,142226,59.1154242N,18.1101279E,63,1.2,207
67,T,251213,142236,59.1154145N,18.1101619E,63,1.1,206
68,T,251213,142237,59.1154061N,18.1101717E,63,1.6,219
69,T,251213,142238,59.1154009N,18.1101589E,63,2.4,230
70,T,251213,142239,59.1153967N,18.1101469E,63,2.5,225
71,T,251213,142240,59.1153941N,18.1101343E,63,2.5,219
72,T,251213,142241,59.1153929N,18.1101268E,63,1.8,219
73,T,251213,142248,59.1153929N,18.1101220E,63,2.0,262
74,T,251213,142249,59.1153959N,18.1100983E,63,3.5,277
75,T,251213,142250,59.1154023N,18.1100693E,63,4.8,292
76,T,251213,142251,59.1154134N,18.1100333E,63,5.9,302
77,T,251213,142252,59.1154248N,18.1100083E,63,6.6,300
78,T,251213,142253,59.1154385N,18.1099754E,63,7.4,306
79,T,251213,142254,59.1154533N,18.1099382E,63,7.7,313
80,T,251213,142255,59.1154688N,18.1099038E,63,7.9,316
81,T,251213,142256,59.1154838N,18.1098771E,63,7.7,328
82,T,251213,142257,59.1154960N,18.1098588E,63,7.4,332
83,T,251213,142258,59.1155060N,18.1098480E,63,6.6,335
84,T,251213,142259,59.1155122N,18.1098394E,63,6.4,335
85,T,251213,142300,59.1155166N,18.1098307E,63,4.8,335
86,T,251213,142301,59.1155202N,18.1098239E,63,1.4,333
87,T,251213,142303,59.1155235N,18.1098191E,63,3.7,319
88,T,251213,142304,59.1155315N,18.1097990E,63,5.1,308
89,T,251213,142305,59.1155477N,18.1097607E,63,7.5,308
90,T,251213,142306,59.1155743N,18.1097006E,63,10.5,305
91,T,251213,142307,59.1156024N,18.1096390E,63,12.5,303
92,T,251213,142308,59.1156300N,18.1095727E,63,13.7,301
93,T,251213,142309,59.1156536N,18.1095049E,63,14.4,298
94,T,251213,142310,59.1156752N,18.1094353E,63,15.0,295
95,T,251213,142311,59.1156959N,18.1093655E,63,15.3,296
96,T,251213,142312,59.1157183N,18.1092960E,63,15.7,300
97,T,251213,142313,59.1157416N,18.1092276E,63,15.9,306
98,T,251213,142314,59.1157702N,18.1091622E,63,16.2,311
99,T,251213,142315,59.1157999N,18.1090986E,63,16.4,311
100,T,251213,142316,59.1158409N,18.1090310E,63,17.2,320
101,T,251213,142317,59.1158897N,18.1089673E,63,17.9,333
102,T,251213,142318,59.1159485N,18.1089164E,62,19.4,334
103,T,251213,142319,59.1160076N,18.1088892E,62,18.5,339
104,T,251213,142320,59.1160545N,18.1088725E,61,18.1,332
105,T,251213,142321,59.1160917N,18.1088538E,61,16.6,323
106,T,251213,142322,59.1161179N,18.1088247E,60,16.4,309
107,T,251213,142323,59.1161394N,18.1087772E,60,16.4,300
108,T,251213,142324,59.1161546N,18.1087181E,60,16.6,293
109,T,251213,142325,59.1161630N,18.1086456E,60,17.2,277
110,T,251213,142326,59.1161679N,18.1085648E,60,17.2,273
111,T,251213,142327,59.1161650N,18.1084759E,60,17.0,254
112,T,251213,142328,59.1161552N,18.1083873E,60,18.1,256
113,T,251213,142329,59.1161332N,18.1083010E,60,19.8,252
114,T,251213,142330,59.1161049N,18.1082131E,60,21.1,249
115,T,251213,142331,59.1160695N,18.1081171E,59,21.8,250
116,T,251213,142332,59.1160320N,18.1080119E,59,22.9,245
117,T,251213,142333,59.1159919N,18.1079026E,59,23.8,246
118,T,251213,142334,59.1159060N,18.1076819E,59,24.2,243
119,T,251213,142335,59.1158688N,18.1075823E,59,24.4,240
120,T,251213,142336,59.1158523N,18.1074640E,59,24.2,247
121,T,251213,142337,59.1158337N,18.1073615E,58,23.7,248
122,T,251213,142338,59.1158134N,18.1072690E,58,22.7,248
123,T,251213,142339,59.1157941N,18.1071734E,58,22.0,248
124,T,251213,142340,59.1157766N,18.1071006E,58,20.7,244
125,T,251213,142341,59.1157704N,18.1070486E,58,18.3,246
126,T,251213,142342,59.1157495N,18.1070009E,58,17.4,238
127,T,251213,142343,59.1157151N,18.1069841E,58,15.9,228
128,T,251213,142344,59.1156886N,18.1069635E,58,14.8,229
129,T,251213,142345,59.1156466N,18.1069200E,57,14.4,215
130,T,251213,142346,59.1156065N,18.1069095E,58,15.0,186
131,T,251213,142347,59.1155544N,18.1069480E,58,23.5,153
132,T,251213,142348,59.1154899N,18.1070365E,58,27.7,150
133,T,251213,142349,59.1154254N,18.1071332E,58,30.1,148
134,T,251213,142350,59.1153512N,18.1072279E,57,32.9,148
135,T,251213,142351,59.1152722N,18.1073311E,57,34.4,149
136,T,251213,142352,59.1151901N,18.1074343E,57,35.9,149
137,T,251213,142353,59.1151000N,18.1075370E,57,37.0,149
138,T,251213,142354,59.1150062N,18.1076382E,58,37.5,149
139,T,251213,142355,59.1149169N,18.1077377E,58,38.8,149
140,T,251213,142356,59.1148227N,18.1078401E,58,39.6,149
141,T,251213,142357,59.1147369N,18.1079367E,57,39.0,150
142,T,251213,142358,59.1146475N,18.1080362E,56,38.8,151
143,T,251213,142359,59.1145602N,18.1081348E,57,38.7,151
144,T,251213,142400,59.1144711N,18.1082310E,57,38.7,151
145,T,251213,142401,59.1143907N,18.1083233E,57,38.3,151
146,T,251213,142402,59.1143032N,18.1084233E,57,37.5,151
147,T,251213,142403,59.1142209N,18.1085172E,56,37.2,150
148,T,251213,142404,59.1141357N,18.1086211E,55,37.7,145
149,T,251213,142405,59.1140525N,18.1087287E,55,37.7,147
150,T,251213,142406,59.1139684N,18.1088304E,55,37.5,146
151,T,251213,142407,59.1138644N,18.1089479E,51,37.0,151
152,T,251213,142408,59.1137677N,18.1090418E,49,36.8,147
153,T,251213,142409,59.1136832N,18.1091454E,48,37.0,150
154,T,251213,142410,59.1135883N,18.1092432E,48,37.5,150
155,T,251213,142411,59.1135122N,18.1093305E,46,36.6,153
156,T,251213,142412,59.1134448N,18.1094049E,46,35.1,150
157,T,251213,142413,59.1133964N,18.1094568E,51,32.7,146
158,T,251213,142414,59.1133337N,18.1095259E,48,31.6,144
159,T,251213,142415,59.1132478N,18.1096243E,43,31.6,144
160,T,251213,142416,59.1131744N,18.1097160E,42,33.1,142
161,T,251213,142417,59.1131061N,18.1098182E,42,33.3,143
162,T,251213,142418,59.1130170N,18.1099365E,40,35.3,143
163,T,251213,142419,59.1129417N,18.1100399E,44,36.4,143
164,T,251213,142420,59.1128740N,18.1101460E,43,37.2,140
165,T,251213,142421,59.1128098N,18.1102677E,40,37.7,141
166,T,251213,142422,59.1127332N,18.1103712E,41,39.4,147
167,T,251213,142423,59.1126486N,18.1104712E,41,40.5,150
168,T,251213,142424,59.1125562N,18.1105594E,43,41.6,153
169,T,251213,142425,59.1124646N,18.1106368E,43,42.2,152
170,T,251213,142426,59.1123627N,18.1107548E,38,42.9,149
171,T,251213,142427,59.1122727N,18.1108485E,38,43.1,148
172,T,251213,142428,59.1121834N,18.1109464E,38,42.9,147
173,T,251213,142429,59.1120933N,18.1110728E,34,42.7,141
174,T,251213,142430,59.1120127N,18.1112079E,32,43.7,137
175,T,251213,142431,59.1119389N,18.1113529E,32,43.8,136
176,T,251213,142432,59.1118559N,18.1114990E,29,44.8,139
177,T,251213,142433,59.1117786N,18.1116373E,29,46.3,143
178,T,251213,142434,59.1116924N,18.1117715E,28,46.6,142
179,T,251213,142435,59.1116069N,18.1119052E,27,46.4,143
180,T,251213,142436,59.1115285N,18.1120284E,26,45.7,141
181,T,251213,142437,59.1114598N,18.1121474E,26,44.4,141
182,T,251213,142438,59.1113973N,18.1122611E,28,42.7,140
183,T,251213,142439,59.1113278N,18.1123688E,28,41.6,139
184,T,251213,142440,59.1112612N,18.1124759E,28,40.5,140
185,T,251213,142441,59.1111879N,18.1125942E,28,39.8,140
186,T,251213,142442,59.1111263N,18.1126871E,28,38.8,140
187,T,251213,142443,59.1110702N,18.1127802E,29,37.9,140
188,T,251213,142444,59.1110128N,18.1128730E,28,36.8,140
189,T,251213,142445,59.1109573N,18.1129597E,28,35.7,139
190,T,251213,142446,59.1109052N,18.1130391E,27,34.6,137
191,T,251213,142447,59.1108812N,18.1130547E,33,32.4,137
192,T,251213,142448,59.1108291N,18.1131418E,31,30.7,151
193,T,251213,142449,59.1107674N,18.1132383E,29,29.2,137
194,T,251213,142450,59.1107372N,18.1133058E,32,28.7,137
195,T,251213,142451,59.1106610N,18.1134220E,27,28.3,133
196,T,251213,142452,59.1105965N,18.1135396E,23,28.3,132
197,T,251213,142453,59.1105334N,18.1136511E,19,28.1,129
198,T,251213,142454,59.1105278N,18.1137938E,30,29.8,146
199,T,251213,142455,59.1104739N,18.1138706E,36,30.5,140
200,T,251213,142456,59.1104073N,18.1139813E,35,31.2,139
201,T,251213,142457,59.1103464N,18.1140973E,35,32.2,137
202,T,251213,142458,59.1102887N,18.1142046E,34,32.7,134
203,T,251213,142459,59.1102308N,18.1143198E,34,32.7,135
204,T,251213,142500,59.1101728N,18.1144349E,34,32.9,134
205,T,251213,142501,59.1101124N,18.1146584E,33,34.6,118
206,T,251213,142502,59.1100264N,18.1148761E,33,38.8,137
207,T,251213,142503,59.1099460N,18.1150417E,34,41.8,132
208,T,251213,142504,59.1098711N,18.1152004E,34,42.4,132
209,T,251213,142505,59.1096972N,18.1155707E,25,44.2,140
210,T,251213,142506,59.1095124N,18.1159052E,16,45.5,141
211,T,251213,142507,59.1094840N,18.1162348E,24,46.3,140
212,T,251213,142508,59.1093873N,18.1164447E,23,46.8,143
213,T,251213,142509,59.1092801N,18.1166176E,22,47.0,140
214,T,251213,142510,59.1091805N,18.1167718E,22,47.0,139
215,T,251213,142511,59.1090825N,18.1169093E,25,47.2,141
216,T,251213,142512,59.1089937N,18.1170598E,25,47.2,140
217,T,251213,142513,59.1089057N,18.1172033E,26,47.0,139
218,T,251213,142514,59.1088281N,18.1173107E,26,46.4,139
219,T,251213,142515,59.1087554N,18.1174437E,26,45.5,138
220,T,251213,142516,59.1086785N,18.1175808E,26,44.2,137
221,T,251213,142517,59.1086127N,18.1177119E,26,42.0,136
222,T,251213,142518,59.1085457N,18.1178393E,27,39.4,136
223,T,251213,142519,59.1084874N,18.1179515E,27,37.0,136
224,T,251213,142520,59.1084376N,18.1180520E,28,34.4,136
225,T,251213,142521,59.1083952N,18.1181422E,28,31.8,135
226,T,251213,142522,59.1083549N,18.1182287E,28,30.0,134
227,T,251213,142523,59.1083127N,18.1183184E,28,28.5,133
228,T,251213,142524,59.1082782N,18.1184059E,27,28.1,131
229,T,251213,142525,59.1082477N,18.1184928E,27,27.4,126
230,T,251213,142526,59.1082075N,18.1186279E,24,27.9,125
231,T,251213,142527,59.1081649N,18.1187587E,25,28.7,125
232,T,251213,142528,59.1081268N,18.1189056E,22,28.7,124
233,T,251213,142529,59.1080873N,18.1190450E,21,29.6,119
234,T,251213,142530,59.1080431N,18.1192051E,21,30.0,119
235,T,251213,142531,59.1079914N,18.1193904E,22,32.4,116
236,T,251213,142532,59.1079474N,18.1196067E,22,35.0,115
237,T,251213,142533,59.1079094N,18.1198283E,22,37.2,112
238,T,251213,142534,59.1078747N,18.1200684E,21,39.0,109
239,T,251213,142535,59.1078392N,18.1203628E,19,43.1,106
240,T,251213,142536,59.1078165N,18.1206163E,20,45.5,105
241,T,251213,142537,59.1077953N,18.1208789E,21,47.0,105
242,T,251213,142538,59.1077693N,18.1211385E,22,48.7,105
243,T,251213,142539,59.1077415N,18.1213946E,23,49.6,105
244,T,251213,142540,59.1077102N,18.1216213E,23,49.6,106
245,T,251213,142541,59.1076815N,18.1218593E,23,49.2,107
246,T,251213,142542,59.1076506N,18.1220853E,23,48.3,109
247,T,251213,142543,59.1076179N,18.1222972E,23,47.5,109
248,T,251213,142544,59.1075837N,18.1225141E,23,46.6,109
249,T,251213,142545,59.1075516N,18.1227138E,23,45.0,108
250,T,251213,142546,59.1075233N,18.1228913E,22,43.1,108
251,T,251213,142547,59.1074957N,18.1230604E,22,41.6,108
252,T,251213,142548,59.1074657N,18.1232265E,22,40.7,109
253,T,251213,142549,59.1074328N,18.1234034E,22,40.1,109
254,T,251213,142550,59.1073976N,18.1235269E,21,38.8,120
255,T,251213,142551,59.1073679N,18.1236244E,23,37.4,133
256,T,251213,142552,59.1073156N,18.1236655E,26,36.2,159
257,T,251213,142553,59.1072471N,18.1236232E,28,34.4,166
258,T,251213,142554,59.1071355N,18.1236051E,17,33.1,196
259,T,251213,142555,59.1070705N,18.1235508E,19,33.1,178
260,T,251213,142556,59.1070194N,18.1235014E,33,32.7,184
261,T,251213,142557,59.1069146N,18.1234759E,31,35.1,185
262,T,251213,142558,59.1068100N,18.1234331E,31,38.8,186
263,T,251213,142559,59.1067007N,18.1233863E,29,40.5,183
264,T,251213,142600,59.1065747N,18.1233500E,26,42.7,183
265,T,251213,142601,59.1064505N,18.1233210E,25,44.6,183
266,T,251213,142602,59.1063165N,18.1232980E,23,46.1,183
267,T,251213,142603,59.1061856N,18.1232683E,23,47.4,182
268,T,251213,142604,59.1060265N,18.1232168E,22,49.4,185
269,T,251213,142605,59.1058175N,18.1231038E,22,56.4,194
270,T,251213,142606,59.1056517N,18.1230158E,22,60.1,198
271,T,251213,142607,59.1054502N,18.1228660E,22,64.6,201
272,T,251213,142608,59.1052262N,18.1226762E,23,71.1,201
273,T,251213,142609,59.1050335N,18.1225306E,23,75.3,202
274,T,251213,142610,59.1048126N,18.1223543E,23,79.2,202
275,T,251213,142611,59.1046020N,18.1221781E,24,82.0,202
276,T,251213,142612,59.1043882N,18.1219818E,25,83.8,203
277,T,251213,142613,59.1041637N,18.1217855E,26,86.1,204
278,T,251213,142614,59.1039339N,18.1215854E,27,87.4,204
279,T,251213,142615,59.1037118N,18.1213768E,27,87.7,205
280,T,251213,142616,59.1035118N,18.1211912E,25,88.7,205
281,T,251213,142617,59.1033047N,18.1210078E,25,88.8,206
282,T,251213,142618,59.1031049N,18.1208146E,23,88.7,207
283,T,251213,142619,59.1028926N,18.1205841E,21,89.0,208
284,T,251213,142620,59.1026940N,18.1203595E,20,88.8,210
285,T,251213,142621,59.1025093N,18.1201330E,19,88.5,212
286,T,251213,142622,59.1023281N,18.1199136E,19,88.3,212
287,T,251213,142623,59.1021342N,18.1196571E,19,88.3,212
288,T,251213,142624,59.1019603N,18.1194134E,19,87.9,214
289,T,251213,142625,59.1017904N,18.1191699E,20,87.5,215
290,T,251213,142626,59.1016182N,18.1189261E,19,87.2,216
291,T,251213,142627,59.1014504N,18.1186581E,19,86.8,217
292,T,251213,142628,59.1012823N,18.1183810E,19,86.6,218
293,T,251213,142629,59.1011148N,18.1181006E,19,86.8,219
294,T,251213,142630,59.1009467N,18.1178177E,19,87.2,221
295,T,251213,142631,59.1007850N,18.1175374E,19,87.4,222
296,T,251213,142632,59.1006262N,18.1172533E,19,87.7,223
297,T,251213,142633,59.1004704N,18.1169530E,19,88.1,223
298,T,251213,142634,59.1003136N,18.1166455E,19,88.5,224
299,T,251213,142635,59.1001601N,18.1163361E,19,88.7,224
300,T,251213,142636,59.1000134N,18.1160227E,19,88.1,226
301,T,251213,142637,59.0998623N,18.1157070E,19,88.7,226
302,T,251213,142638,59.0997124N,18.1153898E,19,89.0,226
303,T,251213,142639,59.0995627N,18.1150740E,19,89.0,226
304,T,251213,142640,59.0994181N,18.1147650E,20,89.0,227
305,T,251213,142641,59.0992732N,18.1144485E,20,88.5,228
306,T,251213,142642,59.0991303N,18.1141309E,20,88.5,228
307,T,251213,142643,59.0989899N,18.1137855E,20,88.7,230
308,T,251213,142644,59.0988525N,18.1134525E,20,88.1,230
309,T,251213,142645,59.0987148N,18.1131223E,20,87.7,231
310,T,251213,142646,59.0985777N,18.1127908E,19,87.7,231
311,T,251213,142647,59.0984416N,18.1124593E,19,87.7,232
312,T,251213,142648,59.0983064N,18.1121287E,20,87.9,232
313,T,251213,142649,59.0981727N,18.1118031E,20,87.9,233
314,T,251213,142700,59.0967317N,18.1080757E,21,87.5,233
315,T,251213,142717,59.0947122N,18.1022241E,22,87.9,235
316,T,251213,142718,59.0945947N,18.1018854E,22,88.7,235
317,T,251213,142719,59.0944684N,18.1015449E,22,89.0,234
318,T,251213,142720,59.0943337N,18.1011878E,22,89.2,234
319,T,251213,142721,59.0942000N,18.1008217E,22,89.6,234
320,T,251213,142722,59.0940711N,18.1004552E,22,90.1,234
321,T,251213,142723,59.0939397N,18.1000896E,22,90.7,234
322,T,251213,142724,59.0938087N,18.0997281E,22,90.7,234
323,T,251213,142725,59.0936727N,18.0993616E,22,90.7,234
324,T,251213,142726,59.0935281N,18.0990041E,22,90.7,234
325,T,251213,142727,59.0933893N,18.0986413E,22,91.1,234
326,T,251213,142728,59.0932508N,18.0982762E,21,91.3,234
327,T,251213,142729,59.0931035N,18.0979119E,21,91.6,233
328,T,251213,142730,59.0929685N,18.0975385E,21,92.2,233
329,T,251213,142731,59.0928282N,18.0971665E,21,92.6,233
330,T,251213,142732,59.0926979N,18.0968112E,21,93.3,233
331,T,251213,142733,59.0925624N,18.0964630E,21,93.5,234
332,T,251213,142734,59.0924355N,18.0961098E,22,93.5,234
333,T,251213,142735,59.0923099N,18.0957537E,22,92.9,234
334,T,251213,142736,59.0921839N,18.0953869E,23,92.6,234
335,T,251213,142737,59.0920522N,18.0950078E,23,92.0,235
336,T,251213,142738,59.0919256N,18.0946334E,23,91.8,234
337,T,251213,142739,59.0918028N,18.0942648E,24,91.4,235
338,T,251213,142740,59.0916765N,18.0938999E,24,91.4,235
339,T,251213,142741,59.0915410N,18.0935101E,25,92.2,235
340,T,251213,142742,59.0914092N,18.0931298E,25,92.4,235
341,T,251213,142743,59.0912791N,18.0927518E,25,92.7,235
342,T,251213,142744,59.0911438N,18.0923647E,25,93.7,235
343,T,251213,142745,59.0909994N,18.0919646E,25,95.0,234
344,T,251213,142746,59.0908502N,18.0915668E,25,96.4,233
345,T,251213,142747,59.0906965N,18.0911772E,25,97.6,232
346,T,251213,142748,59.0905457N,18.0908228E,25,98.1,229
347,T,251213,142749,59.0903590N,18.0904355E,25,98.7,229
348,T,251213,142750,59.0901777N,18.0900403E,25,98.8,229
349,T,251213,142751,59.0900090N,18.0896966E,26,98.7,228
350,T,251213,142752,59.0898365N,18.0893365E,26,98.3,228
351,T,251213,142753,59.0896625N,18.0889742E,27,98.1,227
352,T,251213,142754,59.0894805N,18.0886361E,27,98.1,225
353,T,251213,142755,59.0893052N,18.0883022E,28,98.1,223
354,T,251213,142756,59.0891282N,18.0879770E,28,98.5,222
355,T,251213,142757,59.0889490N,18.0876590E,28,98.7,222
356,T,251213,142758,59.0887658N,18.0873523E,28,98.7,221
357,T,251213,142759,59.0885818N,18.0870444E,29,98.1,220
358,T,251213,142800,59.0884015N,18.0867396E,29,97.2,220
359,T,251213,142801,59.0882112N,18.0864342E,28,96.8,220
360,T,251213,142802,59.0880259N,18.0861252E,28,96.3,220
361,T,251213,142803,59.0878418N,18.0858240E,27,95.9,220
362,T,251213,142804,59.0876576N,18.0855355E,28,95.7,219
363,T,251213,142805,59.0874736N,18.0852451E,28,96.1,219
364,T,251213,142806,59.0872887N,18.0849533E,28,96.1,218
365,T,251213,142807,59.0871021N,18.0846639E,28,96.3,218
366,T,251213,142808,59.0869151N,18.0843789E,27,96.4,218
367,T,251213,142809,59.0867235N,18.0840913E,27,96.8,217
368,T,251213,142810,59.0865257N,18.0838083E,28,97.4,217
369,T,251213,142811,59.0863274N,18.0835254E,28,97.7,215
370,T,251213,142812,59.0861258N,18.0832580E,28,97.7,214
371,T,251213,142813,59.0859318N,18.0829981E,28,97.4,214
372,T,251213,142814,59.0857301N,18.0827347E,28,96.8,213
373,T,251213,142815,59.0855255N,18.0824768E,28,97.2,213
374,T,251213,142816,59.0853226N,18.0822181E,28,97.4,212
375,T,251213,142817,59.0851203N,18.0819741E,28,97.2,210
376,T,251213,142818,59.0849056N,18.0817345E,29,97.2,210
377,T,251213,142819,59.0846934N,18.0815061E,29,97.0,208
378,T,251213,142820,59.0844792N,18.0812759E,29,97.0,207
379,T,251213,142821,59.0842701N,18.0810523E,29,96.3,206
380,T,251213,142822,59.0840599N,18.0808405E,29,95.9,205
381,T,251213,142823,59.0838421N,18.0806422E,29,95.3,204
382,T,251213,142824,59.0836330N,18.0804506E,29,94.6,203
383,T,251213,142825,59.0834219N,18.0802608E,30,93.1,202
384,T,251213,142826,59.0832135N,18.0800890E,29,92.4,201
385,T,251213,142827,59.0829957N,18.0799206E,31,92.0,200
386,T,251213,142828,59.0827858N,18.0797693E,31,91.1,200
387,T,251213,142829,59.0825814N,18.0796319E,30,90.0,198
388,T,251213,142830,59.0823706N,18.0794966E,30,88.8,197
389,T,251213,142831,59.0821582N,18.0793663E,31,87.5,196
390,T,251213,142832,59.0819367N,18.0792427E,32,87.5,195
391,T,251213,142833,59.0817265N,18.0791339E,32,87.9,195
392,T,251213,142834,59.0814995N,18.0790103E,32,88.8,195
393,T,251213,142835,59.0812722N,18.0788869E,33,90.3,196
394,T,251213,142836,59.0810497N,18.0787588E,32,91.8,197
395,T,251213,142837,59.0808249N,18.0786255E,31,92.9,197
396,T,251213,142838,59.0805983N,18.0784878E,32,93.8,198
397,T,251213,142839,59.0803674N,18.0783448E,32,95.3,198
398,T,251213,142840,59.0801273N,18.0781913E,33,96.3,198
399,T,251213,142841,59.0798914N,18.0780296E,32,97.2,200
400,T,251213,142842,59.0796612N,18.0778545E,33,98.1,203
401,T,251213,142843,59.0794322N,18.0776574E,33,98.5,204
402,T,251213,142844,59.0792068N,18.0774533E,32,98.7,205
403,T,251213,142845,59.0789912N,18.0772377E,31,98.8,207
404,T,251213,142846,59.0787757N,18.0770220E,31,98.7,208
405,T,251213,142847,59.0785596N,18.0767823E,30,99.2,209
406,T,251213,142848,59.0783442N,18.0765322E,29,98.7,212
407,T,251213,142849,59.0781266N,18.0762721E,32,98.8,213
408,T,251213,142850,59.0779172N,18.0760189E,32,99.0,214
409,T,251213,142851,59.0777151N,18.0757555E,32,99.0,215
410,T,251213,142852,59.0775212N,18.0754613E,32,99.0,217
411,T,251213,142853,59.0773351N,18.0751509E,32,99.2,218
412,T,251213,142854,59.0771471N,18.0748330E,32,99.4,219
413,T,251213,142855,59.0769635N,18.0745102E,32,100.0,221
414,T,251213,142856,59.0767884N,18.0741899E,32,100.3,221
415,T,251213,142857,59.0766029N,18.0738488E,32,101.3,221
416,T,251213,142858,59.0764170N,18.0735081E,32,102.0,222
417,T,251213,142859,59.0762320N,18.0731748E,32,101.8,222
418,T,251213,142900,59.0760468N,18.0728389E,32,101.6,222
419,T,251213,142901,59.0758599N,18.0725080E,33,101.4,222
420,T,251213,142902,59.0756751N,18.0721890E,33,101.4,222
421,T,251213,142903,59.0754898N,18.0718703E,33,101.1,221
422,T,251213,142904,59.0753054N,18.0715516E,33,100.9,221
423,T,251213,142905,59.0751163N,18.0712218E,34,100.5,220
424,T,251213,142906,59.0749338N,18.0709077E,34,100.3,220
425,T,251213,142907,59.0747418N,18.0705804E,34,100.7,219
426,T,251213,142908,59.0745471N,18.0702726E,34,99.6,218
427,T,251213,142909,59.0743583N,18.0699784E,34,99.2,217
428,T,251213,142910,59.0741670N,18.0696946E,35,98.3,216
429,T,251213,142911,59.0739717N,18.0694148E,35,97.9,215
430,T,251213,142912,59.0737756N,18.0691452E,34,97.7,214
431,T,251213,142913,59.0735719N,18.0688760E,34,97.7,214
432,T,251213,142914,59.0733653N,18.0685975E,35,98.5,214
433,T,251213,142915,59.0731521N,18.0683069E,34,98.8,213
434,T,251213,142916,59.0729495N,18.0680383E,34,98.5,213
